id,zipcode,lotlen,lotwidth,lotarea,housearea,gardensize,balcony,xcoor,ycoor,buildyear,bathrooms,taxvalue,retailvalue,energyeff,monument
303914,3500,15.6,6.7,104.5,90.45,30.8,1,2559,5964,2013,1,445000,488000,1,0
822027,3525,11.2,9.2,103.0,165.6,11.0,1,2118,5509,1971,1,745000,939000,0,0
672085,3525,14.0,9.0,126.0,121.5,36.0,1,2404,5518,1977,2,587000,757000,1,0
590119,3800,15.5,5.8,89.9,130.5,31.9,2,2552,5011,1921,1,594000,765000,0,1
220939,3800,16.5,5.1,84.2,68.85,28.1,1,2650,5201,1944,1,343000,449000,1,0
160943,3800,17.2,6.7,115.2,150.75,34.8,1,2718,5214,1947,2,695000,858000,1,1
970038,3528,11.5,7.0,80.5,94.5,17.5,1,2153,5008,1928,1,442000,625000,0,1
220756,3800,17.6,6.9,121.4,93.15,45.5,1,2757,5159,1936,1,470000,598000,0,1
370947,3800,17.2,5.3,91.2,95.4,32.9,1,2719,5202,1939,1,455000,570000,0,1
801710,3800,15.6,9.9,154.4,133.65,65.3,2,2555,5401,1962,2,658000,856000,1,1
480271,3528,13.6,6.7,91.1,120.6,30.8,1,2359,5052,1931,1,555000,762000,0,1
331704,3800,15.2,9.2,139.8,207.0,29.4,2,2516,5409,1962,1,940000,1182000,0,1
503059,3525,12.6,7.4,93.2,166.5,7.4,0,2264,5758,1994,2,741000,864000,1,0
132914,3500,15.7,6.5,102.1,117.0,30.6,2,2565,5705,1990,1,550000,646000,0,0
822019,3525,10.5,8.0,84.0,108.0,8.0,0,2053,5505,1970,1,499000,636000,0,0
782185,3800,19.0,10.6,201.4,190.8,74.2,1,2902,5512,1968,2,924000,1057000,1,1
220649,3528,12.2,6.0,73.2,135.0,7.2,0,2219,5154,1937,1,599000,823000,0,1
741776,3800,18.5,8.8,162.8,158.4,74.8,2,2852,5416,1963,1,764000,901000,0,1
201066,3528,13.1,5.8,76.0,104.4,18.0,1,2308,5267,1952,1,478000,649000,0,0
512372,3800,18.5,9.2,170.2,124.2,59.8,2,2851,5551,1975,1,633000,741000,0,0
883107,3500,15.2,7.7,117.0,173.25,47.7,1,2519,5762,1994,1,787000,904000,0,0
651893,3528,14.6,10.3,150.4,185.4,26.8,2,2459,5450,1968,1,862000,1100000,0,1
862878,3525,13.7,10.8,148.0,243.0,40.0,1,2367,5716,1989,2,1090000,1286000,1,1
630139,3800,16.5,5.5,90.8,74.25,30.3,1,2652,5010,1931,1,370000,484000,1,1
261542,3800,17.0,6.9,117.3,124.2,55.2,1,2700,5365,1953,1,591000,731000,0,1
751951,3800,17.6,9.3,163.7,125.55,61.4,1,2760,5467,1968,2,633000,774000,1,1
412034,3525,11.6,9.1,105.6,163.8,9.1,0,2158,5517,1975,1,740000,934000,0,0
823996,3500,19.5,7.9,154.1,106.65,67.2,2,2953,5963,2015,1,550000,553000,1,0
591437,3528,11.6,10.9,126.4,147.15,10.9,2,2164,5359,1963,2,690000,932000,1,1
992038,3525,11.7,10.2,119.3,229.5,17.3,1,2169,5513,1971,2,1013000,1265000,1,1
932514,3800,15.7,10.8,169.6,145.8,61.6,2,2566,5610,1983,1,719000,885000,0,0
543629,3525,11.0,7.3,80.3,164.25,7.3,0,2101,5918,2007,2,721000,797000,1,0
771985,3800,19.1,9.9,189.1,133.65,100.0,2,2911,5466,1967,1,686000,802000,0,1
152463,3525,13.1,8.6,112.7,193.5,35.3,2,2311,5606,1977,2,864000,1054000,1,0
761083,3528,14.1,6.2,87.4,111.6,31.6,1,2411,5265,1948,1,516000,691000,0,1
742076,3525,13.5,8.5,114.8,191.25,21.3,2,2353,5509,1967,1,857000,1071000,0,1
272116,3800,15.6,8.8,137.3,158.4,49.3,2,2557,5502,1972,2,743000,923000,1,1
721052,3528,12.6,6.0,75.6,135.0,15.6,1,2258,5250,1946,2,600000,806000,1,1
580046,3528,12.1,5.1,61.7,68.85,10.7,1,2212,5015,1927,1,325000,463000,1,1
450989,3800,19.1,6.7,128.0,90.45,61.0,1,2908,5214,1945,1,464000,561000,1,1
242754,3500,17.6,8.0,140.8,180.0,60.8,1,2764,5661,1982,2,833000,944000,1,0
830324,3800,16.0,5.9,94.4,132.75,29.5,1,2603,5063,1933,1,607000,774000,0,1
462558,3800,17.6,9.9,174.2,133.65,65.3,1,2764,5613,1984,2,674000,795000,1,0
262714,3500,15.5,8.1,125.6,109.35,28.4,2,2554,5660,1986,1,538000,653000,0,0
921341,3800,17.0,9.7,164.9,174.6,67.9,1,2700,5303,1958,2,830000,1037000,1,1
132589,3800,19.1,10.3,196.7,231.75,83.4,2,2905,5604,1984,2,1084000,1204000,1,1
491519,3800,15.5,8.4,130.2,113.4,54.6,1,2550,5356,1956,1,558000,733000,0,1
760223,3528,11.1,5.3,58.8,95.4,5.3,0,2114,5050,1927,1,429000,589000,0,1
793688,3525,14.0,7.7,107.8,103.95,38.5,2,2401,5902,2012,1,502000,571000,1,0
861684,3528,14.1,9.0,126.9,121.5,45.9,1,2406,5408,1966,1,588000,781000,0,0
752012,3525,10.6,10.9,115.5,147.15,10.9,2,2060,5514,1972,1,681000,867000,0,0
911101,3800,15.1,5.0,75.5,112.5,20.5,1,2505,5255,1947,1,510000,660000,0,0
320507,3800,15.1,5.2,78.5,117.0,26.5,2,2509,5106,1938,1,531000,693000,0,1
230509,3800,15.1,5.9,89.1,106.2,36.0,1,2510,5118,1936,1,496000,659000,0,1
841383,3800,19.1,6.2,118.4,111.6,56.4,2,2906,5300,1953,1,541000,637000,0,1
793809,3525,10.1,7.9,79.8,106.65,7.9,0,2005,5963,2017,1,490000,539000,1,0
881294,3528,14.5,5.1,74.0,68.85,17.9,1,2454,5308,1952,1,335000,452000,1,0
200188,3800,19.2,7.0,134.4,94.5,64.4,1,2917,5016,1923,1,486000,586000,0,1
233493,3525,14.6,8.0,116.8,180.0,20.8,1,2464,5866,2001,1,813000,911000,0,0
943832,3525,11.6,8.2,95.1,147.6,8.2,0,2160,5967,2018,1,666000,732000,1,0
930031,3528,11.7,6.7,78.4,120.6,11.4,1,2166,5010,1923,2,545000,753000,1,1
400794,3800,19.5,6.5,126.8,146.25,68.3,2,2951,5156,1940,2,686000,794000,1,1
650163,3800,18.2,6.7,121.9,90.45,48.2,1,2815,5015,1928,1,459000,573000,1,1
770381,3800,19.1,5.5,105.1,123.75,44.6,1,2909,5050,1932,1,579000,679000,0,1
970651,3528,12.6,5.0,63.0,90.0,8.0,0,2255,5157,1942,1,410000,573000,1,0
520080,3528,14.1,5.5,77.6,99.0,11.6,1,2413,5001,1928,1,458000,619000,0,1
551045,3528,12.2,5.0,61.0,90.0,5.0,0,2216,5266,1948,1,409000,556000,1,0
300074,3528,13.7,5.0,68.5,112.5,18.5,1,2365,5004,1927,1,505000,676000,0,1
710521,3800,16.1,6.5,104.7,87.75,33.2,1,2613,5118,1938,1,435000,577000,1,1
213322,3500,16.1,8.4,135.2,189.0,42.8,1,2609,5818,1999,1,864000,966000,0,0
501613,3528,10.6,9.7,102.8,130.95,9.7,0,2064,5402,1959,2,606000,796000,1,0
381823,3525,11.1,8.3,92.1,149.4,8.3,0,2108,5468,1971,2,671000,855000,1,0
220975,3800,18.6,6.3,117.2,85.05,54.2,1,2861,5209,1942,1,434000,533000,1,1
380718,3800,15.6,5.0,78.0,67.5,18.0,1,2556,5154,1936,1,332000,448000,1,1
351039,3528,11.5,5.0,57.5,90.0,5.0,0,2151,5262,1946,1,406000,549000,1,0
460363,3800,18.1,6.0,108.6,135.0,48.6,1,2813,5057,1925,2,627000,756000,1,1
730471,3528,13.6,6.8,92.5,153.0,10.9,2,2359,5107,1939,1,686000,926000,0,1
571993,3800,19.7,9.7,191.1,130.95,74.7,2,2968,5459,1969,1,677000,777000,0,1
910358,3800,17.5,7.0,122.5,126.0,59.5,1,2751,5064,1930,2,602000,750000,1,1
452130,3800,16.7,9.2,153.6,207.0,70.8,2,2665,5505,1972,1,951000,1141000,0,1
271928,3800,16.0,9.3,148.8,125.55,55.8,2,2601,5468,1971,1,621000,789000,0,0
600098,3528,14.5,5.0,72.5,67.5,27.5,1,2453,5010,1925,1,328000,452000,1,1
541306,3800,15.1,9.5,143.5,171.0,39.0,2,2508,5319,1958,1,799000,1040000,0,1
253006,3525,10.1,7.3,73.7,98.55,7.3,0,2012,5760,1997,1,453000,532000,0,0
820411,3528,10.6,6.3,66.8,85.05,6.3,0,2056,5103,1937,1,394000,545000,1,1
922325,3800,16.1,9.5,153.0,171.0,58.0,1,2609,5552,1972,2,806000,981000,1,1
571596,3800,19.6,11.0,215.6,247.5,83.6,1,2960,5364,1957,2,1162000,1321000,1,1
600620,3528,11.0,5.3,58.3,71.55,5.3,0,2103,5158,1934,1,333000,467000,1,0
323532,3500,16.6,6.9,114.5,155.25,31.7,2,2661,5854,1999,2,713000,782000,1,0
273378,3500,18.7,6.6,123.4,148.5,64.0,1,2865,5817,2003,2,693000,738000,1,0
790890,3528,14.7,5.1,75.0,114.75,29.1,2,2465,5209,1944,1,519000,681000,0,1
311887,3528,14.1,10.8,152.3,145.8,33.5,2,2408,5454,1969,1,705000,926000,0,1
502518,3500,15.6,8.1,126.4,145.8,53.5,2,2559,5614,1983,2,684000,826000,1,0
632817,3525,10.6,7.7,81.6,173.25,7.7,0,2061,5701,1993,2,758000,890000,1,0
262657,3525,12.6,10.2,128.5,183.6,26.5,2,2262,5657,1984,1,837000,1018000,0,0
951932,3800,16.6,10.6,176.0,190.8,48.8,2,2660,5466,1969,2,904000,1109000,1,1
942615,3525,10.6,8.5,90.1,153.0,8.5,0,2064,5654,1981,2,684000,822000,1,0
442815,3525,10.7,7.1,76.0,95.85,7.1,0,2069,5711,1992,1,444000,533000,0,0
342120,3800,16.1,10.7,172.3,192.6,43.9,1,2608,5507,1973,1,908000,1117000,0,1
470490,3528,14.6,5.7,83.2,76.95,20.5,1,2456,5114,1938,1,374000,518000,1,1
642911,3500,15.6,6.9,107.6,93.15,38.6,1,2558,5711,1992,1,459000,548000,0,0
990402,3528,10.1,6.9,69.7,93.15,7.6,0,2008,5102,1934,1,428000,583000,0,1
960615,3528,10.5,5.5,57.8,123.75,8.3,0,2051,5161,1943,2,541000,717000,1,1
863556,3500,17.7,8.3,146.9,186.75,72.2,1,2766,5864,2003,2,865000,929000,1,0
790749,3800,17.2,5.1,87.7,68.85,26.5,1,2715,5156,1936,1,346000,445000,1,1
681356,3800,17.7,9.2,162.8,124.2,52.4,1,2768,5319,1959,1,627000,784000,0,1
240187,3800,19.2,5.0,96.0,112.5,36.0,2,2919,5008,1923,1,527000,615000,0,1
851182,3800,19.2,5.6,107.5,100.8,40.3,1,2917,5262,1945,1,489000,576000,0,1
492728,3500,16.0,10.6,169.6,190.8,63.6,1,2602,5657,1981,2,899000,1065000,1,1
801584,3800,19.0,8.5,161.5,114.75,59.5,1,2902,5367,1957,1,588000,701000,0,1
342168,3800,18.2,9.6,174.7,216.0,78.7,2,2817,5503,1966,2,1004000,1163000,1,1
401017,3528,10.6,5.3,56.2,71.55,5.3,0,2055,5250,1953,1,331000,451000,1,0
660566,3800,18.2,6.5,118.3,87.75,40.3,1,2816,5105,1936,1,446000,557000,1,1
212234,3525,11.5,9.0,103.5,202.5,9.0,0,2152,5560,1981,2,893000,1098000,1,0
153832,3525,11.6,7.5,87.0,101.25,19.5,2,2158,5953,2007,1,475000,530000,1,0
863142,3500,17.1,7.3,124.8,131.4,51.8,1,2712,5756,1991,1,625000,707000,0,0
531945,3800,17.1,10.5,179.6,141.75,53.6,2,2714,5467,1972,2,711000,879000,1,1
381086,3528,14.1,5.4,76.1,72.9,22.1,1,2409,5265,1946,1,352000,484000,1,0
623839,3525,11.7,8.0,93.6,108.0,8.0,0,2166,5950,2011,1,507000,567000,1,0
240359,3800,17.5,5.4,94.5,121.5,29.7,2,2754,5062,1936,1,562000,689000,0,1
162314,3800,15.6,10.0,156.0,180.0,46.0,1,2561,5563,1973,1,845000,1033000,0,1
352877,3525,13.7,8.8,120.6,198.0,32.6,1,2367,5719,1988,1,888000,1047000,0,0
851800,3528,10.1,10.4,105.0,234.0,10.4,2,2014,5451,1968,1,1020000,1269000,0,1
370474,3528,13.5,6.8,91.8,91.8,10.2,1,2354,5102,1937,1,441000,624000,0,1
833999,3500,19.5,8.2,159.9,184.5,77.9,1,2950,5954,2017,1,866000,869000,1,0
410588,3800,19.1,5.3,101.2,71.55,53.5,1,2914,5107,1938,1,367000,444000,1,1
481623,3528,11.2,10.4,116.5,187.2,10.4,1,2117,5410,1957,1,842000,1090000,0,1
152269,3525,13.0,11.0,143.0,247.5,44.0,2,2303,5557,1973,2,1104000,1365000,1,1
621776,3800,18.7,8.0,149.6,144.0,77.6,1,2869,5414,1961,2,696000,817000,1,1
981461,3528,13.0,5.2,67.6,117.0,10.4,2,2304,5358,1954,1,522000,681000,0,0
743584,3500,19.2,8.0,153.6,180.0,81.6,1,2919,5856,2000,2,843000,877000,1,0
880613,3528,10.5,6.3,66.2,113.4,6.3,0,2050,5163,1942,1,507000,682000,0,1
651450,3528,12.6,8.2,103.3,147.6,21.3,2,2255,5352,1960,1,673000,895000,0,1
200201,3528,10.2,5.6,57.1,75.6,5.6,0,2019,5065,1933,1,348000,475000,1,1
893613,3525,10.7,6.9,73.8,124.2,11.7,2,2069,5918,2010,1,556000,617000,1,0
602474,3525,13.6,9.5,129.2,128.25,15.2,1,2357,5603,1982,2,616000,777000,1,0
412064,3525,13.2,9.4,124.1,169.2,11.3,1,2317,5516,1971,1,776000,984000,0,1
980614,3528,10.5,6.9,72.5,124.2,10.4,1,2054,5168,1945,1,555000,747000,0,1
930486,3528,14.0,5.3,74.2,95.4,15.9,1,2401,5100,1937,1,441000,601000,0,1
282519,3800,15.7,10.1,158.6,136.35,47.5,1,2568,5605,1975,2,672000,828000,1,0
683590,3500,19.6,6.8,133.3,91.8,72.1,1,2962,5850,2007,1,474000,494000,1,0
461690,3528,14.7,8.4,123.5,189.0,31.1,2,2466,5404,1963,2,855000,1085000,1,1
692499,3525,14.6,9.2,134.3,124.2,23.9,1,2458,5600,1976,2,604000,757000,1,0
500593,3800,19.6,6.6,129.4,148.5,50.2,2,2962,5104,1930,2,698000,804000,1,1
842426,3525,11.0,8.6,94.6,193.5,8.6,0,2102,5611,1985,1,850000,1026000,0,0
663931,3500,16.7,8.1,135.3,182.25,62.4,2,2666,5964,2010,2,837000,888000,1,0
462017,3525,10.5,8.2,86.1,147.6,12.3,2,2052,5519,1973,2,659000,821000,1,0
921286,3528,14.1,5.1,71.9,68.85,10.7,1,2406,5316,1954,1,333000,453000,1,0
633057,3525,12.5,7.7,96.3,138.6,7.7,0,2253,5750,1997,2,631000,746000,1,0
470869,3528,13.1,6.0,78.6,135.0,24.6,1,2313,5205,1940,1,603000,813000,0,1
430423,3528,11.1,6.7,74.4,150.75,7.4,0,2107,5104,1937,2,663000,897000,1,1
992226,3525,11.2,8.1,90.7,182.25,17.8,2,2118,5552,1979,2,802000,985000,1,0
843318,3500,15.5,7.0,108.5,157.5,31.5,1,2552,5803,1996,1,717000,811000,0,0
632338,3800,16.5,8.5,140.3,153.0,55.3,1,2651,5568,1974,1,724000,870000,0,0
643240,3525,12.1,7.4,89.5,166.5,7.4,0,2207,5811,2002,1,738000,846000,0,0
373533,3500,16.6,6.8,112.9,91.8,38.1,1,2658,5851,2003,1,458000,514000,0,0
223259,3525,12.6,6.9,86.9,93.15,17.9,1,2256,5803,1993,1,442000,522000,0,0
712799,3500,19.6,10.7,209.7,144.45,81.3,1,2955,5660,1987,2,746000,823000,1,1
211811,3528,10.6,9.9,104.9,178.2,9.9,0,2060,5466,1967,2,797000,1008000,1,1
122221,3525,11.0,9.2,101.2,165.6,9.2,0,2103,5564,1971,1,743000,920000,0,0
311117,3800,15.5,5.9,91.5,106.2,32.5,1,2554,5265,1953,1,498000,647000,0,0
600467,3528,13.1,5.1,66.8,68.85,10.7,1,2307,5117,1936,1,329000,470000,1,0
490983,3800,19.1,7.0,133.7,126.0,56.7,2,2913,5217,1946,2,611000,722000,1,1
421112,3800,15.6,5.2,81.1,93.6,29.1,1,2556,5258,1949,1,439000,572000,0,0
792279,3525,13.6,8.7,118.3,117.45,31.3,1,2361,5561,1980,1,564000,720000,0,0
942372,3800,18.5,9.0,166.5,162.0,85.5,2,2850,5560,1979,2,781000,898000,1,1
341122,3800,16.0,5.8,92.8,130.5,23.2,2,2602,5266,1948,2,596000,754000,1,1
181183,3800,19.1,5.3,101.2,95.4,37.6,1,2911,5266,1945,1,463000,545000,0,1
432123,3800,16.1,9.6,154.6,129.6,68.2,2,2611,5507,1974,2,642000,806000,1,0
283145,3500,17.0,8.1,137.7,182.25,40.5,2,2702,5763,1993,2,839000,939000,1,0
213211,3525,10.6,7.0,74.2,126.0,7.0,0,2060,5812,1996,2,563000,646000,1,0
751197,3800,19.6,6.5,127.4,117.0,68.9,2,2955,5252,1948,1,570000,663000,0,1
691345,3800,17.0,8.0,136.0,144.0,48.0,1,2703,5318,1956,2,685000,853000,1,1
581400,3528,10.1,8.9,89.9,160.2,8.9,0,2012,5350,1958,1,713000,919000,0,1
110606,3528,10.1,5.1,51.5,114.75,5.1,0,2008,5165,1942,1,500000,655000,0,0
893407,3525,10.1,6.8,68.7,122.4,7.5,0,2011,5854,1998,1,545000,613000,0,0
131426,3528,11.0,8.8,96.8,118.8,8.8,0,2104,5358,1956,1,553000,740000,0,0
231630,3528,11.5,8.4,96.6,189.0,12.6,1,2153,5415,1963,2,833000,1066000,1,1
183299,3525,14.6,8.3,121.2,112.05,29.9,2,2462,5815,1999,1,545000,636000,0,0
422195,3800,19.6,9.0,176.4,121.5,68.4,2,2964,5517,1972,2,627000,713000,1,1
920296,3528,14.7,5.4,79.4,97.2,30.8,1,2465,5067,1933,1,452000,607000,0,1
611761,3800,18.2,8.9,162.0,120.15,55.2,1,2816,5408,1966,2,610000,742000,1,1
253807,3525,10.2,7.3,74.5,98.55,7.3,0,2017,5967,2014,1,454000,498000,1,0
283714,3500,15.5,7.4,114.7,99.9,48.1,1,2554,5916,2004,1,491000,548000,0,0
652913,3500,15.5,9.9,153.5,133.65,34.7,2,2550,5702,1988,1,657000,789000,0,0
523193,3500,19.5,7.2,140.4,97.2,54.0,1,2951,5763,1991,1,501000,538000,0,0
191807,3528,10.1,8.6,86.9,193.5,8.6,0,2008,5467,1968,2,844000,1045000,1,1
363659,3525,12.5,8.5,106.3,153.0,29.8,1,2250,5919,2004,2,697000,780000,1,0
611125,3800,16.2,5.2,84.2,117.0,32.2,2,2618,5267,1948,1,535000,675000,0,1
920167,3800,18.1,6.7,121.3,120.6,61.0,1,2809,5001,1923,2,579000,708000,1,1
971135,3800,16.5,5.4,89.1,97.2,29.7,1,2651,5269,1951,1,460000,584000,0,0
300919,3800,15.7,5.3,83.2,71.55,24.9,1,2566,5209,1939,1,353000,472000,1,0
150801,3528,10.1,5.2,52.5,70.2,5.2,0,2010,5205,1945,1,323000,436000,1,0
842491,3525,14.5,8.1,117.5,109.35,36.5,1,2454,5607,1977,1,531000,664000,0,0
273409,3525,10.2,8.3,84.7,149.4,10.0,2,2018,5857,2000,1,665000,749000,0,0
972350,3800,17.6,9.9,174.2,133.65,85.1,1,2756,5564,1981,2,674000,807000,1,0
203463,3525,13.2,6.5,85.8,117.0,7.8,0,2318,5854,2005,1,537000,614000,0,0
852570,3800,18.7,11.0,205.7,148.5,106.7,2,2867,5606,1983,2,759000,872000,1,1
762969,3500,18.1,7.8,141.2,140.4,71.0,1,2811,5707,1994,1,675000,756000,0,0
903167,3500,18.2,7.6,138.3,171.0,62.3,2,2818,5762,1998,2,795000,869000,1,0
252078,3525,13.5,8.5,114.8,153.0,21.3,1,2352,5513,1967,1,704000,892000,0,0
563919,3500,15.6,7.9,123.2,106.65,36.3,1,2562,5959,2013,1,525000,576000,1,0
502910,3500,15.7,10.0,157.0,135.0,37.0,2,2569,5700,1987,1,666000,797000,0,0
700159,3800,17.5,6.7,117.3,150.75,43.6,2,2751,5014,1929,1,697000,854000,0,1
352402,3525,10.0,8.0,80.0,180.0,8.0,0,2000,5608,1982,2,784000,936000,1,0
442163,3800,18.1,9.6,173.8,172.8,68.2,2,2805,5511,1969,2,830000,975000,1,1
790052,3528,12.7,6.1,77.5,109.8,10.4,2,2269,5018,1922,1,501000,695000,0,1
343971,3500,18.5,8.2,151.7,110.7,77.9,1,2853,5956,2008,1,564000,585000,1,0
512054,3525,12.5,9.8,122.5,132.3,34.3,1,2252,5509,1973,2,627000,815000,1,0
720803,3528,10.1,5.2,52.5,117.0,5.2,0,2010,5217,1947,1,510000,664000,0,0
152997,3500,19.6,10.2,199.9,183.6,108.1,2,2958,5711,1989,1,894000,963000,0,1
481424,3528,11.1,5.5,61.1,74.25,6.1,0,2108,5368,1953,1,346000,463000,1,0
972132,3800,16.6,9.5,157.7,171.0,72.2,1,2657,5501,1968,2,810000,988000,1,1
471475,3528,13.5,8.8,118.8,118.8,22.0,1,2351,5357,1956,1,570000,773000,0,1
680873,3528,13.6,5.3,72.1,95.4,13.8,1,2363,5207,1939,1,439000,598000,0,1
560791,3800,19.6,6.4,125.4,144.0,48.6,1,2961,5153,1937,1,676000,780000,0,1
240129,3800,16.1,6.1,98.2,82.35,25.0,1,2608,5009,1931,1,408000,541000,1,1
593186,3500,19.1,8.5,162.4,153.0,77.4,1,2911,5752,1992,1,742000,801000,0,0
320682,3528,14.0,5.1,71.4,68.85,25.5,1,2402,5156,1943,1,333000,465000,1,0
731544,3800,17.1,8.4,143.6,189.0,51.2,2,2713,5354,1956,1,871000,1061000,0,1
583341,3500,17.1,7.5,128.3,168.75,45.8,2,2711,5809,2001,1,778000,858000,0,0
362075,3525,13.7,8.5,116.5,191.25,14.5,1,2368,5519,1971,1,858000,1069000,0,1
381385,3800,19.1,5.1,97.4,68.85,36.2,1,2911,5315,1950,1,353000,422000,1,0
952500,3500,15.0,10.4,156.0,140.4,62.4,1,2500,5616,1977,1,686000,851000,0,0
662261,3525,13.0,10.9,141.7,196.2,21.8,1,2301,5569,1972,1,898000,1122000,0,1
141479,3528,13.7,9.5,130.2,128.25,35.2,1,2365,5355,1958,1,617000,836000,0,1
961305,3800,15.2,6.6,100.3,118.8,34.3,1,2517,5317,1949,1,555000,722000,0,1
111734,3800,16.6,8.6,142.8,193.5,39.6,1,2661,5405,1959,2,888000,1087000,1,1
783700,3500,15.2,7.8,118.6,140.4,25.0,1,2519,5917,2005,1,656000,726000,0,0
570925,3800,16.1,6.1,98.2,109.8,31.1,1,2614,5200,1942,1,518000,668000,0,1
800842,3528,12.1,6.1,73.8,82.35,12.8,1,2213,5215,1940,1,388000,550000,1,0
252976,3500,18.7,10.4,194.5,187.2,69.7,2,2868,5700,1988,2,904000,1001000,1,1
173311,3500,15.7,7.2,113.0,129.6,26.6,2,2569,5802,1998,2,609000,695000,1,0
192884,3525,14.0,7.1,99.4,159.75,35.5,2,2402,5713,1994,1,719000,846000,0,0
573966,3500,18.1,8.0,144.8,180.0,72.8,2,2808,5961,2015,2,836000,865000,1,0
702968,3500,18.2,9.1,165.6,122.85,56.4,1,2818,5709,1988,2,624000,707000,1,0
983262,3525,13.1,7.4,96.9,166.5,8.1,0,2308,5805,1994,1,744000,855000,0,0
323604,3525,10.2,8.0,81.6,144.0,9.6,0,2015,5901,2012,2,641000,712000,1,0
830439,3528,11.7,5.2,60.8,70.2,5.2,0,2165,5107,1930,1,329000,475000,1,1
982765,3500,18.1,10.2,184.6,183.6,82.6,1,2811,5668,1986,2,882000,998000,1,1
982287,3525,14.1,9.9,139.6,133.65,40.6,1,2408,5561,1979,1,646000,823000,0,0
380573,3800,18.6,5.9,109.7,132.75,50.7,2,2861,5108,1939,2,619000,736000,1,1
300708,3800,15.1,6.7,101.2,120.6,34.2,2,2509,5155,1938,1,563000,748000,0,1
761656,3528,12.6,10.0,126.0,225.0,10.0,1,2264,5410,1963,1,1001000,1288000,0,1
202345,3800,17.2,8.3,142.8,149.4,51.5,1,2716,5569,1975,2,712000,844000,1,0
970575,3800,18.6,6.8,126.5,153.0,65.3,2,2857,5114,1930,1,713000,850000,0,1
