id,zipcode,lotlen,lotwidth,lotarea,housearea,gardensize,balcony,xcoor,ycoor,buildyear,bathrooms,taxvalue,retailvalue,energyeff,monument
890828,3525.0,10.7,7.2,81.6,164.25,7.7,0,2068,5854,2003,2,712000.0,846000.0,1,0
691432,3530.0,13.2,10.9,140.1,147.15,17.1,1,2318,5356,1957,2,703000.0,950000.0,1,1
830324,3800.0,19.5,8.4,161.5,189.0,81.6,1,2950,5414,1961,2,878000.0,1017000.0,1,1
982023,3530.0,13.0,5.4,64.3,97.2,8.0,0,2303,5358,1952,1,463000.0,589000.0,0,0
793584,3525.0,14.2,10.9,146.6,245.25,27.3,2,2416,5558,1971,2,1083000.0,1428000.0,1,1
161321,3800.0,19.2,5.5,99.8,121.5,41.8,2,2917,5309,1950,1,562000.0,694000.0,0,1
233225,3525.0,11.5,8.6,106.3,118.8,11.0,1,2153,5610,1986,1,570000.0,703000.0,0,0
443282,3500.0,17.6,7.1,125.0,95.85,66.7,1,2757,5813,2001,1,495000.0,545000.0,0,0
543468,3800.0,16.1,10.7,172.3,240.75,54.6,1,2609,5505,1966,1,1079000.0,1320000.0,0,1
131237,3530.0,13.7,5.7,76.1,121.5,38.6,1,2366,5169,1943,1,544000.0,761000.0,0,1
523842,3500.0,16.1,7.4,124.8,105.3,48.6,2,2608,5802,1999,1,526000.0,574000.0,0,0
783299,3800.0,16.2,5.5,84.8,72.9,28.1,1,2618,5303,1953,1,379000.0,485000.0,1,0
831473,3530.0,13.1,5.2,66.8,68.85,8.1,0,2314,5268,1952,1,327000.0,479000.0,1,0
463514,3500.0,16.6,6.9,112.9,126.0,48.3,2,2655,5757,1997,1,594000.0,656000.0,0,0
111351,3800.0,18.2,5.8,108.9,109.8,44.7,2,2816,5200,1936,1,521000.0,650000.0,0,1
872983,3500.0,17.7,7.1,128.5,159.75,61.9,1,2766,5869,2003,1,740000.0,776000.0,0,0
601316,3530.0,11.6,9.1,110.1,200.25,23.1,1,2157,5350,1958,1,898000.0,1133000.0,0,1
622099,3525.0,14.6,10.1,144.2,128.25,55.4,1,2462,5467,1971,1,642000.0,777000.0,0,0
643765,3500.0,15.5,8.8,139.8,121.5,61.9,2,2552,5652,1985,2,590000.0,663000.0,1,0
360144,3525.0,13.7,10.7,142.6,243.0,40.0,1,2365,5512,1975,1,1085000.0,1330000.0,0,1
221368,3800.0,18.5,6.9,125.8,124.2,59.2,2,2850,5217,1948,2,612000.0,720000.0,1,1
920167,3530.0,14.1,5.1,66.8,95.4,20.2,1,2409,5066,1929,1,431000.0,572000.0,0,1
131237,3525.0,12.7,6.6,83.5,87.75,6.9,0,2268,5815,1996,1,420000.0,516000.0,1,0
250081,3800.0,17.6,6.1,97.5,82.35,45.1,1,2761,5105,1935,1,402000.0,518000.0,1,1
652913,3530.0,13.6,10.2,138.6,218.25,15.2,2,2357,5319,1958,2,1057000.0,1276000.0,1,1
511719,3525.0,14.1,9.9,140.2,183.6,32.6,2,2411,5506,1968,1,862000.0,1018000.0,0,1
940972,3800.0,18.7,6.0,111.0,135.0,48.5,2,2865,5056,1928,2,627000.0,728000.0,1,1
523211,3525.0,11.1,9.1,104.5,114.75,11.0,1,2113,5555,1972,1,546000.0,684000.0,0,0
862399,3800.0,17.1,5.5,94.1,123.75,43.7,1,2711,5050,1934,1,575000.0,654000.0,0,1
220756,3800.0,19.0,6.9,136.5,93.15,67.5,1,2902,5357,1951,1,461000.0,573000.0,0,1
511180,3800.0,19.1,5.8,111.6,85.05,57.0,1,2911,5254,1945,1,404000.0,539000.0,1,1
121172,3530.0,14.1,6.5,94.3,118.8,30.5,1,2410,5210,1944,1,553000.0,752000.0,0,1
463731,3530.0,14.0,8.1,116.8,144.0,44.2,1,2403,5357,1958,1,674000.0,820000.0,0,1
321971,3800.0,18.6,8.3,151.7,149.4,67.5,2,2857,5604,1977,2,712000.0,826000.0,1,1
273092,3500.0,15.6,6.7,101.4,117.0,44.0,2,2559,5964,2015,1,547000.0,617000.0,1,0
921286,3800.0,16.6,10.3,170.3,231.75,50.0,1,2660,5610,1983,1,1041000.0,1240000.0,0,0
221208,3800.0,19.2,6.3,112.9,108.0,50.0,1,2916,5258,1945,1,533000.0,629000.0,0,0
310812,3530.0,10.7,7.0,75.9,95.85,7.4,0,2068,5163,1942,1,448000.0,625000.0,0,1
820411,3530.0,11.6,5.2,58.7,68.85,5.6,0,2162,5103,1937,1,333000.0,463000.0,1,1
750075,3500.0,19.2,9.3,162.0,189.0,74.7,1,2918,5668,1989,1,884000.0,935000.0,0,0
462540,3800.0,18.2,8.8,176.4,121.5,70.6,1,2816,5551,1971,2,627000.0,702000.0,1,1
200110,3525.0,14.1,8.1,113.4,180.0,30.5,2,2409,5919,2008,2,837000.0,886000.0,1,0
503059,3500.0,16.0,7.0,114.5,155.25,57.8,1,2600,5854,2003,1,724000.0,777000.0,0,0
990402,3800.0,19.5,5.2,101.9,68.85,50.4,1,2953,5113,1940,1,362000.0,444000.0,1,0
933282,3500.0,18.5,6.9,123.4,155.25,48.6,2,2851,5763,1991,1,703000.0,838000.0,0,0
701199,3525.0,11.5,7.9,93.6,102.6,8.0,0,2154,5752,1994,1,465000.0,602000.0,0,0
470843,3530.0,13.6,6.2,85.4,144.0,21.7,2,2357,5107,1936,1,646000.0,829000.0,0,1
523753,3525.0,10.7,7.8,81.6,180.0,7.3,0,2066,5814,1999,2,802000.0,843000.0,1,0
990199,3530.0,10.1,5.2,53.0,119.25,8.3,0,2011,5060,1937,1,529000.0,677000.0,0,0
520515,3530.0,13.5,10.5,137.6,234.0,35.2,1,2353,5314,1955,2,1053000.0,1311000.0,1,1
333186,3525.0,13.6,8.8,114.8,191.25,21.1,2,2357,5550,1971,1,857000.0,1089000.0,0,1
301168,3800.0,18.6,6.5,120.9,91.8,65.1,1,2860,5064,1933,1,468000.0,568000.0,0,1
531328,3800.0,15.6,5.8,89.1,130.5,31.9,2,2558,5011,1922,1,594000.0,783000.0,0,1
460363,3800.0,19.5,6.1,117.1,85.05,49.4,1,2954,5056,1925,1,402000.0,539000.0,1,1
993057,3525.0,14.0,7.6,96.9,136.8,12.8,1,2401,5752,1994,1,639000.0,753000.0,0,0
841269,3500.0,17.1,7.1,117.3,159.75,31.7,1,2710,5707,1992,2,740000.0,836000.0,1,0
571993,3800.0,19.7,6.8,134.4,122.4,57.4,2,2969,5211,1947,2,598000.0,692000.0,1,1
523842,3525.0,11.6,7.8,87.0,140.4,7.3,0,2164,5854,1999,1,617000.0,749000.0,0,0
303522,3525.0,13.2,6.6,85.8,117.0,8.4,0,2319,5768,1997,1,537000.0,593000.0,0,0
563919,3525.0,13.6,7.2,94.3,97.2,30.8,1,2361,5853,2002,1,478000.0,531000.0,0,0
922135,3530.0,13.7,5.1,68.5,68.85,25.5,1,2365,5215,1940,1,333000.0,465000.0,1,0
621550,3800.0,17.5,6.5,106.3,146.25,44.0,2,2750,5312,1951,1,669000.0,855000.0,0,1
621066,3530.0,10.6,6.2,68.4,111.6,6.8,0,2056,5164,1941,1,490000.0,663000.0,0,1
531909,3800.0,15.2,5.2,81.1,117.0,18.9,1,2516,5252,1948,1,531000.0,686000.0,0,0
582098,3525.0,14.6,9.5,144.2,128.25,57.0,1,2464,5516,1976,1,613000.0,777000.0,0,0
192081,3530.0,14.1,5.1,66.8,68.85,24.0,1,2413,5201,1940,1,329000.0,465000.0,1,0
691345,3500.0,19.7,8.3,156.8,112.05,77.6,1,2968,5712,1992,1,551000.0,621000.0,0,0
893096,3525.0,14.7,9.6,140.2,216.0,57.7,2,2466,5616,1984,2,965000.0,1104000.0,1,1
500564,3530.0,11.1,6.3,68.4,139.5,7.4,0,2109,5115,1941,1,615000.0,831000.0,0,1
801082,3525.0,14.0,10.5,155.1,234.0,58.2,2,2401,5561,1979,2,1055000.0,1330000.0,1,1
273705,3525.0,12.6,6.9,83.8,126.0,7.5,0,2263,5918,2012,1,596000.0,684000.0,1,0
500593,3525.0,11.1,10.0,117.2,130.95,10.1,1,2111,5712,1985,1,607000.0,811000.0,0,0
941563,3800.0,18.7,6.0,111.7,135.0,60.4,2,2865,5213,1950,2,623000.0,756000.0,1,1
523226,3500.0,19.5,8.5,162.4,153.0,61.5,1,2951,5700,1985,1,747000.0,801000.0,0,0
441016,3800.0,18.2,5.9,114.3,135.0,39.7,1,2817,5254,1948,2,632000.0,760000.0,1,1
842193,3525.0,12.7,9.3,108.4,189.0,17.6,1,2267,5711,1988,1,837000.0,937000.0,0,0
890201,3525.0,10.6,10.3,105.1,247.5,9.6,0,2064,5760,1989,1,1013000.0,1104000.0,0,1
930826,3530.0,12.6,5.0,64.8,95.4,15.6,1,2256,5168,1942,1,431000.0,572000.0,0,1
352294,3500.0,15.6,8.1,126.4,102.6,34.0,2,2560,5760,1993,1,502000.0,638000.0,0,0
612862,3500.0,19.7,7.4,145.0,135.0,71.4,2,2969,5766,1998,2,646000.0,696000.0,1,0
753790,3800.0,19.2,6.5,124.8,91.8,48.6,1,2917,5153,1942,1,471000.0,565000.0,0,1
520318,3530.0,13.5,6.7,90.5,120.6,19.8,2,2353,5060,1928,1,567000.0,730000.0,0,1
131426,3525.0,11.0,10.3,105.6,231.75,11.0,1,2103,5657,1976,1,999000.0,1153000.0,0,1
681356,3530.0,12.1,10.9,136.3,245.25,19.1,2,2205,5360,1958,2,1086000.0,1365000.0,1,1
242825,3525.0,13.2,6.5,85.1,89.1,29.0,1,2316,5862,2008,1,423000.0,480000.0,1,0
560791,3530.0,14.5,6.4,93.7,109.8,29.1,1,2450,5063,1928,1,516000.0,701000.0,0,1
543629,3525.0,11.6,7.8,85.1,135.0,8.0,0,2164,5803,2001,1,607000.0,703000.0,0,0
750075,3500.0,19.6,8.0,152.8,147.6,81.6,1,2956,5954,2007,1,706000.0,729000.0,1,0
423298,3800.0,16.1,5.5,86.4,74.25,28.1,1,2609,5267,1953,1,378000.0,479000.0,1,0
852679,3530.0,14.1,9.5,145.5,227.25,43.6,1,2411,5357,1959,2,1015000.0,1177000.0,1,1
173311,3525.0,14.5,7.1,101.2,157.5,34.8,1,2453,5802,1998,2,699000.0,808000.0,1,0
231797,3800.0,19.6,5.9,114.3,137.25,57.6,2,2961,5009,1925,1,639000.0,760000.0,0,1
701199,3525.0,13.5,8.4,118.3,191.25,35.2,2,2352,5918,2013,2,857000.0,929000.0,1,0
223810,3525.0,11.5,8.6,105.6,116.1,9.2,0,2152,5518,1974,1,535000.0,728000.0,0,0
423944,3525.0,14.6,8.5,123.5,121.5,22.1,2,2459,5519,1972,1,597000.0,748000.0,0,0
441883,3530.0,12.6,5.0,63.8,70.2,18.4,1,2256,5156,1940,1,325000.0,464000.0,1,0
293473,3530.0,10.7,8.4,93.2,118.8,10.4,1,2068,5358,1959,1,545000.0,709000.0,0,1
771560,3800.0,19.1,5.5,97.7,121.5,36.2,2,2907,5017,1922,1,564000.0,682000.0,0,1
451160,3800.0,19.1,6.7,126.8,148.5,61.1,2,2912,5110,1938,2,692000.0,850000.0,1,1
912244,3530.0,11.1,5.1,58.8,91.8,5.8,0,2114,5261,1943,1,415000.0,577000.0,0,1
291611,3800.0,18.6,6.3,117.2,85.05,65.1,1,2861,5353,1953,1,421000.0,499000.0,1,1
921341,3530.0,13.2,6.6,90.4,148.5,12.8,2,2319,5152,1938,1,675000.0,863000.0,0,1
770188,3800.0,19.1,9.9,184.3,132.3,81.9,1,2911,5459,1962,1,668000.0,791000.0,0,0
941670,3800.0,18.7,6.5,118.3,122.4,61.0,1,2865,5163,1940,2,579000.0,723000.0,1,1
643668,3525.0,13.7,8.2,120.0,110.7,35.2,2,2365,5607,1984,1,522000.0,672000.0,0,0
270783,3530.0,13.6,9.5,135.0,176.4,32.6,1,2361,5405,1963,1,785000.0,985000.0,0,1
641633,3525.0,10.2,7.5,74.5,180.0,7.4,0,2017,5762,1996,1,813000.0,864000.0,0,0
533722,3530.0,12.2,10.4,136.3,234.0,44.0,1,2216,5362,1956,2,999000.0,1320000.0,1,1
371576,3800.0,18.6,5.3,102.9,119.25,53.5,2,2861,5008,1924,1,566000.0,636000.0,0,1
942615,3500.0,17.5,9.0,152.2,207.0,50.0,2,2752,5653,1979,1,953000.0,1079000.0,0,1
412749,3800.0,19.1,6.5,126.8,146.25,65.3,2,2913,5213,1944,2,676000.0,818000.0,1,1
150872,3530.0,10.7,10.2,100.0,183.6,16.0,2,2069,5465,1972,1,834000.0,1080000.0,0,1
671486,3800.0,18.1,6.7,121.4,120.6,59.2,1,2808,5108,1936,2,579000.0,702000.0,1,1
473215,3525.0,11.7,6.7,80.5,122.4,21.1,1,2168,5918,2004,1,548000.0,614000.0,0,0
333853,3500.0,15.1,10.2,150.4,183.6,60.1,2,2507,5707,1988,1,865000.0,916000.0,0,0
992226,3525.0,11.2,8.1,92.1,166.5,13.2,2,2118,5552,1971,1,743000.0,911000.0,0,0
652913,3500.0,15.6,8.4,126.8,158.4,54.6,2,2558,5750,1993,2,742000.0,838000.0,1,0
942153,3800.0,17.5,10.0,178.4,133.65,85.1,1,2750,5610,1988,2,707000.0,792000.0,1,1
373083,3500.0,16.7,7.6,124.8,171.0,40.5,1,2669,5814,2001,2,793000.0,843000.0,1,0
371601,3800.0,18.6,6.6,125.8,91.8,65.3,1,2863,5213,1940,1,470000.0,586000.0,0,1
860660,3500.0,15.2,9.6,150.4,225.0,60.4,1,2519,5707,1989,2,975000.0,1104000.0,1,1
