age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
80,female,9730.0,1735.0,104,299,20,3
35,male,5035.0,2415.0,34,483,68,1
55,male,5035.0,2425.0,68,338,92,2
71,male,4810.0,2025.0,137,179,63,0
36,female,5035.0,2110.0,62,278,91,1
28,other,3540.0,1920.0,143,199,36,3
21,female,6215.0,1665.0,59,351,20,6
37,female,1030.0,2155.0,57,303,86,3
21,male,9710.0,2225.0,98,270,78,1
75,female,4815.0,2380.0,137,304,92,6
89,male,1030.0,2120.0,30,465,43,3
38,female,3510.0,2050.0,83,299,97,2
59,female,1825.0,2025.0,220,118,20,0
76,female,3025.0,1895.0,48,282,71,6
46,female,1825.0,1915.0,220,236,20,2
85,male,6220.0,2120.0,162,361,46,1
86,male,5620.0,2125.0,52,319,81,1
86,female,1035.0,1980.0,30,307,54,9
36,male,2515.0,2505.0,128,425,20,1
78,female,4810.0,1735.0,104,319,29,6
43,female,6220.0,2435.0,169,380,20,3
87,female,5630.0,1870.0,85,308,28,2
32,male,3025.0,2130.0,80,289,49,5
39,male,3540.0,2495.0,162,364,45,2
58,male,2515.0,2475.0,220,262,20,10
66,male,9735.0,2515.0,105,233,151,2
80,female,3515.0,1845.0,56,231,77,5
78,male,1025.0,2385.0,104,454,25,6
22,male,3510.0,2600.0,81,378,101,0
55,male,3535.0,2305.0,115,217,110,6
73,female,3025.0,1775.0,105,366,37,9
25,male,5610.0,2400.0,220,361,29,4
73,male,9710.0,1760.0,96,105,119,2
48,male,6535.0,1695.0,183,248,20,4
29,female,3510.0,2515.0,30,511,68,1
66,male,6515.0,1755.0,113,215,57,2
60,male,4820.0,1645.0,51,245,68,1
58,male,5620.0,2265.0,139,292,65,5
83,female,6535.0,1610.0,64,294,20,4
55,male,5045.0,2620.0,201,295,27,6
69,male,4825.0,2615.0,220,255,49,0
72,male,6515.0,1985.0,220,208,20,6
31,male,9730.0,2515.0,85,365,52,2
49,male,5610.0,2780.0,116,415,50,2
82,male,3530.0,2055.0,78,184,75,5
40,female,9720.0,2400.0,169,243,96,3
22,female,2545.0,2265.0,88,342,66,2
66,male,9710.0,1630.0,214,116,76,3
24,female,5010.0,2285.0,68,292,43,1
29,female,9710.0,2080.0,85,323,55,2
82,male,3025.0,2180.0,30,459,24,4
80,female,3515.0,1840.0,65,179,88,7
31,other,3550.0,1960.0,196,235,20,2
46,female,1045.0,1795.0,37,375,20,3
53,male,5015.0,1965.0,30,402,28,3
39,female,5615.0,2105.0,220,236,20,1
65,male,6215.0,2495.0,119,375,51,6
60,male,8920.0,2265.0,38,291,122,2
37,male,2515.0,2505.0,220,268,20,4
43,male,3040.0,2175.0,220,126,55,3
57,male,2545.0,2120.0,33,288,98,1
24,female,1025.0,2295.0,220,264,20,5
23,male,1045.0,2400.0,72,117,143,4
74,male,2545.0,2045.0,56,359,53,1
28,male,5035.0,2515.0,123,454,56,4
88,male,9720.0,2140.0,30,552,44,1
41,male,1035.0,2425.0,197,264,117,3
73,male,5620.0,2060.0,65,369,37,4
61,male,2545.0,2110.0,214,352,35,5
29,female,9730.0,2040.0,159,214,79,3
37,male,3515.0,2535.0,175,375,33,3
58,male,3515.0,2180.0,113,163,109,2
39,male,6225.0,1930.0,87,418,20,4
29,male,5035.0,2485.0,34,230,180,3
85,female,5010.0,1605.0,69,262,39,1
54,male,2515.0,2275.0,131,419,20,9
26,female,3510.0,2795.0,30,497,84,1
41,male,1035.0,2425.0,155,161,119,3
89,other,6515.0,1935.0,216,177,26,3
22,female,3515.0,1895.0,104,253,51,1
59,female,3510.0,2145.0,63,329,81,1
47,male,5610.0,2155.0,157,390,20,2
53,male,9730.0,1835.0,204,116,56,5
56,female,8920.0,1955.0,30,200,145,1
87,male,3515.0,2435.0,30,396,84,6
45,male,1025.0,2210.0,136,311,37,5
81,female,2015.0,1965.0,220,190,49,6
78,male,9720.0,1865.0,30,155,121,4
84,female,3535.0,1955.0,50,383,20,7
64,female,4815.0,2350.0,82,236,127,1
56,female,4815.0,1930.0,30,295,51,4
65,female,3025.0,1955.0,61,231,98,2
54,female,5610.0,1635.0,208,80,54,4
66,female,5645.0,1525.0,57,217,62,3
60,male,1045.0,2280.0,85,395,51,7
21,female,1825.0,2100.0,48,324,66,1
71,female,2515.0,1625.0,30,188,39,6
82,female,1045.0,1720.0,65,270,20,5
80,female,9730.0,1860.0,92,308,32,3
52,male,8920.0,2525.0,154,273,86,3
84,female,1825.0,1800.0,125,361,20,2
89,male,1035.0,2010.0,81,346,21,2
85,female,2515.0,1360.0,61,216,28,6
40,male,4815.0,2455.0,168,224,119,1
84,male,5645.0,2545.0,220,228,53,4
71,female,4820.0,1610.0,92,203,62,3
41,female,6210.0,2455.0,135,496,36,2
51,female,5630.0,1980.0,89,301,49,3
57,male,1035.0,2255.0,220,216,20,5
73,female,4810.0,2495.0,102,436,20,5
38,male,5630.0,2755.0,156,364,35,2
60,female,3510.0,1905.0,137,174,86,10
76,male,3035.0,2015.0,43,369,25,4
57,male,5610.0,2340.0,207,353,21,4
32,female,5025.0,1945.0,30,343,28,6
77,other,5615.0,2280.0,137,322,27,1
56,male,9730.0,1935.0,115,330,20,4
86,male,9735.0,2055.0,58,302,69,2
19,female,3025.0,1700.0,51,290,24,5
34,male,4815.0,2065.0,71,288,68,1
18,female,5035.0,2400.0,123,289,103,5
30,male,5635.0,2680.0,198,350,31,3
55,male,5035.0,2425.0,220,263,56,3
84,female,8910.0,1450.0,30,269,53,7
89,female,4815.0,2065.0,171,255,44,5
18,male,2515.0,2630.0,181,324,45,3
31,male,8910.0,2075.0,95,346,34,2
37,female,5020.0,2255.0,171,388,20,4
66,female,1035.0,1925.0,111,202,59,6
82,female,3515.0,1885.0,56,231,88,7
46,male,2015.0,2065.0,71,184,100,5
79,male,5035.0,2185.0,181,229,62,2
66,male,9735.0,2135.0,72,379,44,1
47,male,3035.0,2225.0,220,158,36,5
38,female,5645.0,1695.0,104,205,20,1
47,female,2515.0,2540.0,220,345,33,2
85,female,3515.0,1505.0,30,292,20,6
50,male,1035.0,2155.0,30,474,28,5
69,female,2515.0,1910.0,163,359,20,1
66,female,3535.0,1970.0,94,216,89,4
87,male,9730.0,2385.0,207,118,115,5
37,female,6210.0,2130.0,186,216,72,1
74,male,5620.0,2060.0,106,430,20,6
35,male,6535.0,1845.0,220,212,20,2
61,male,5610.0,2200.0,176,311,20,4
45,female,6210.0,2435.0,148,427,48,2
89,male,1030.0,2120.0,78,275,59,1
20,male,1025.0,2280.0,220,291,73,5
84,male,4815.0,2050.0,171,247,92,5
38,female,9735.0,2230.0,144,233,112,0
47,male,3035.0,2385.0,220,299,20,3
36,female,3530.0,2260.0,130,344,52,4
73,female,6215.0,1665.0,30,296,47,2
37,male,2515.0,2460.0,107,381,25,2
72,female,5630.0,1930.0,53,207,97,4
79,male,1035.0,2755.0,35,585,20,5
25,female,5645.0,2190.0,125,248,80,1
56,female,3515.0,2025.0,41,324,66,5
47,female,5635.0,1770.0,156,142,61,1
69,male,9730.0,2795.0,84,373,60,4
33,male,5015.0,2230.0,47,411,28,5
62,female,3540.0,2110.0,30,323,66,2
28,female,5615.0,2430.0,109,257,145,3
85,female,6210.0,2270.0,220,279,41,7
78,female,1030.0,1825.0,65,184,108,4
21,female,5020.0,2030.0,30,410,28,3
81,female,4810.0,1755.0,111,304,20,5
84,male,4815.0,2330.0,133,317,38,4
89,female,3540.0,2175.0,47,381,46,4
28,female,5610.0,2440.0,111,405,50,5
57,female,5045.0,2140.0,84,398,25,4
59,male,3540.0,2120.0,131,313,20,2
85,female,4820.0,1350.0,45,169,56,1
26,female,3040.0,1965.0,71,325,57,4
25,female,1025.0,1995.0,133,298,20,2
49,male,6515.0,2255.0,98,385,39,1
73,female,4810.0,2105.0,137,297,57,4
39,male,9720.0,2290.0,56,298,97,1
52,male,5025.0,1905.0,183,300,20,5
73,female,1035.0,1515.0,98,203,20,10
30,male,6515.0,1750.0,176,149,72,4
82,male,3515.0,2030.0,79,299,79,2
21,female,1825.0,2100.0,79,392,24,2
62,female,2545.0,2105.0,108,342,74,3
56,female,3035.0,2220.0,57,233,107,4
70,male,6220.0,2385.0,43,278,142,6
72,female,3550.0,1665.0,136,147,72,3
34,female,5630.0,1760.0,178,216,24,3
75,male,6225.0,1810.0,139,180,43,4
47,male,4810.0,2210.0,117,337,39,7
71,male,3515.0,2465.0,148,267,86,1
23,male,2545.0,2845.0,129,428,59,4
36,male,1025.0,2145.0,72,403,20,3
59,male,1030.0,2240.0,30,120,177,1
27,male,1045.0,2285.0,135,396,20,4
74,male,5620.0,2185.0,220,229,31,5
39,male,5045.0,2635.0,220,396,39,2
63,male,3025.0,1995.0,220,294,20,2
87,male,5610.0,2140.0,41,332,59,4
29,female,8920.0,2395.0,83,219,133,5
77,male,2515.0,2120.0,142,293,30,7
19,female,1030.0,2185.0,85,322,64,0
89,male,8925.0,2010.0,88,301,49,5
68,male,9730.0,2315.0,220,242,24,5
55,male,4815.0,2480.0,30,98,162,1
47,female,6210.0,2065.0,88,299,31,3
86,male,1035.0,2405.0,172,357,79,3
40,female,5645.0,1950.0,30,143,140,2
38,male,6225.0,2180.0,51,368,56,4
62,female,3530.0,1985.0,39,255,99,4
44,female,4815.0,1710.0,182,100,69,2
35,female,3515.0,2410.0,99,192,145,3
38,male,5045.0,2260.0,220,279,60,7
73,male,5645.0,2365.0,220,299,20,7
55,male,5630.0,2305.0,63,292,76,2
39,male,4825.0,2355.0,175,288,42,1
31,male,9730.0,1945.0,136,257,20,4
62,other,3530.0,2280.0,92,409,60,5
23,male,1825.0,2000.0,30,356,43,2
50,male,1045.0,2015.0,55,317,74,0
67,female,3025.0,1910.0,30,458,23,2
19,male,3025.0,2175.0,216,346,26,1
88,female,5645.0,1795.0,40,286,36,8
62,female,1030.0,1865.0,104,299,20,3
19,male,3025.0,2170.0,50,392,20,0
71,female,5615.0,1915.0,96,257,71,4
59,female,9720.0,1645.0,51,245,68,2
84,male,3540.0,2500.0,105,227,141,3
77,female,3530.0,2195.0,137,283,34,4
89,female,4815.0,1445.0,48,237,21,2
69,male,4815.0,2295.0,94,398,28,4
35,female,5645.0,1770.0,117,275,35,2
41,female,6210.0,2285.0,39,428,72,3
43,male,1035.0,2175.0,35,316,81,3
47,male,5620.0,2425.0,39,522,20,2
58,male,1035.0,2390.0,85,287,95,0
61,female,2515.0,2145.0,113,413,20,10
58,male,9710.0,2270.0,116,339,35,2
41,other,5620.0,2215.0,51,322,92,4
71,female,4820.0,1715.0,118,197,43,3
83,male,5610.0,2190.0,180,325,20,3
64,male,6515.0,1535.0,148,121,58,2
38,male,5645.0,2655.0,213,330,36,4
19,female,5015.0,2710.0,165,572,20,7
23,male,9710.0,2200.0,135,327,37,2
49,male,1030.0,2175.0,77,316,97,4
61,female,5015.0,1840.0,220,179,20,9
64,female,5645.0,2055.0,220,305,20,5
83,female,9730.0,1200.0,121,213,28,3
32,female,1825.0,1945.0,220,275,20,7
59,male,9730.0,1785.0,54,320,41,4
68,male,5025.0,1705.0,61,296,24,0
64,other,5645.0,2205.0,133,337,50,7
37,female,1030.0,2030.0,64,296,51,4
58,male,4820.0,1645.0,84,196,59,2
81,male,5645.0,2285.0,220,299,24,5
45,female,6210.0,2235.0,220,148,21,4
61,female,8920.0,1910.0,136,172,86,3
48,male,6220.0,2750.0,116,572,20,6
54,male,6225.0,2415.0,220,286,20,1
78,male,9710.0,2220.0,60,320,86,5
53,male,5635.0,2405.0,213,247,94,6
64,female,9710.0,2075.0,220,131,84,3
70,female,1825.0,1745.0,49,343,21,4
71,female,1030.0,2125.0,37,319,93,5
87,male,9730.0,2405.0,122,352,70,3
56,female,3515.0,2215.0,155,192,68,3
81,other,3510.0,2155.0,158,231,99,4
47,male,5620.0,2720.0,125,366,20,5
30,male,8910.0,1830.0,209,163,56,2
61,female,9720.0,1990.0,75,298,31,2
45,female,6535.0,1600.0,139,290,33,5
69,female,1035.0,1800.0,94,388,20,3
40,male,8910.0,2415.0,154,375,44,3
46,female,5635.0,2085.0,146,321,20,2
55,male,6535.0,1680.0,52,304,36,6
50,female,6515.0,1980.0,220,149,20,3
27,other,3550.0,2300.0,151,389,25,2
86,female,5620.0,1810.0,34,209,58,3
18,male,2515.0,2405.0,87,397,75,1
27,male,5015.0,2365.0,220,286,20,9
65,female,8925.0,2685.0,184,301,31,5
87,male,1035.0,2225.0,220,211,25,6
56,female,6220.0,2310.0,135,215,75,2
70,female,4820.0,1525.0,65,83,76,2
72,male,1030.0,1760.0,76,186,109,3
60,female,3540.0,1635.0,30,328,42,3
69,female,9730.0,2105.0,30,299,95,0
32,male,6515.0,2295.0,114,346,52,3
77,male,9735.0,2290.0,59,288,110,3
76,male,2015.0,2025.0,35,317,66,5
27,female,9710.0,1950.0,220,131,62,4
75,female,6225.0,1640.0,90,168,47,2
57,male,5025.0,1935.0,30,413,20,7
34,female,1035.0,2310.0,220,188,42,3
60,other,9710.0,2145.0,116,233,82,4
65,female,9730.0,1355.0,121,228,20,2
70,male,4825.0,2395.0,220,232,36,0
39,female,4825.0,2325.0,220,311,26,2
76,male,6225.0,1905.0,220,178,20,4
18,female,8920.0,2395.0,88,268,74,4
87,male,5645.0,2160.0,220,279,51,5
65,female,8925.0,2685.0,184,375,33,2
63,female,1035.0,2205.0,184,178,66,3
77,female,3515.0,1480.0,40,287,42,4
88,male,3025.0,2125.0,30,323,70,9
86,male,5010.0,2200.0,30,462,20,6
59,male,9730.0,2450.0,141,437,20,4
27,other,2515.0,2145.0,108,457,20,5
71,female,9710.0,1935.0,105,275,46,3
78,male,5620.0,2665.0,150,426,44,6
33,female,6225.0,2035.0,30,224,88,6
81,male,5620.0,1600.0,61,190,28,2
71,female,9710.0,2235.0,30,291,93,1
85,female,2515.0,1680.0,30,215,62,7
85,female,5010.0,2295.0,99,375,35,7
85,female,1035.0,1855.0,114,202,59,5
47,male,5010.0,2255.0,77,328,56,1
55,male,2545.0,2185.0,65,288,98,2
77,female,9720.0,1950.0,131,212,62,1
51,male,3510.0,2385.0,64,186,116,7
29,female,5630.0,2430.0,190,343,51,1
40,male,2545.0,2655.0,174,439,59,3
59,male,5645.0,2255.0,90,427,20,5
70,female,1825.0,1825.0,192,204,28,6
78,male,9720.0,2225.0,147,80,105,5
64,male,3515.0,2080.0,177,255,47,1
36,male,3035.0,2610.0,87,375,68,2
35,female,1025.0,2265.0,220,253,21,3
40,female,3515.0,2180.0,116,378,28,3
39,male,3025.0,2655.0,199,438,20,2
58,male,6535.0,1820.0,78,245,36,2
44,other,4820.0,2005.0,55,344,20,3
81,male,6535.0,1985.0,203,293,20,3
84,female,8910.0,1695.0,67,237,84,5
79,male,5615.0,1915.0,41,231,98,2
29,female,2545.0,1935.0,71,299,31,4
39,male,5020.0,2495.0,220,302,33,8
68,male,8910.0,2270.0,92,375,20,3
89,other,4825.0,1625.0,40,290,61,2
22,female,3025.0,2270.0,133,234,95,2
86,female,2015.0,1415.0,77,97,126,7
72,female,1030.0,1505.0,30,270,52,5
88,female,2515.0,1725.0,74,315,25,2
26,other,3025.0,2300.0,76,457,20,4
38,male,3510.0,2270.0,60,331,84,0
49,male,5620.0,2125.0,102,323,67,3
80,male,1030.0,2330.0,161,251,111,4
30,male,1825.0,1890.0,146,313,20,3
81,male,3515.0,2055.0,90,322,66,6
28,female,6220.0,2310.0,77,365,82,4
53,female,9730.0,1645.0,57,168,55,3
42,female,9735.0,1985.0,185,180,47,2
54,male,2515.0,2510.0,135,342,27,6
35,female,1025.0,2265.0,112,460,20,9
21,male,3025.0,1945.0,64,330,23,4
24,male,3025.0,2720.0,220,212,54,1
41,other,6210.0,2385.0,41,382,56,5
36,male,1025.0,2340.0,138,375,24,1
59,female,1030.0,1865.0,30,296,62,0
20,male,1825.0,1995.0,152,268,34,3
32,female,1035.0,2410.0,123,385,60,3
56,female,3550.0,1735.0,47,321,26,6
39,male,4825.0,2510.0,220,207,49,2
55,female,8925.0,2010.0,81,301,31,5
20,male,5620.0,1810.0,61,286,28,3
69,female,6215.0,1645.0,30,244,94,1
44,female,4815.0,1995.0,55,295,51,2
75,male,6515.0,1750.0,113,178,55,6
70,female,5020.0,1875.0,190,216,20,3
82,male,1030.0,1690.0,76,94,116,3
79,female,6535.0,1650.0,64,254,69,3
67,female,5620.0,2070.0,220,236,23,5
78,female,9720.0,1635.0,68,122,78,5
47,female,2515.0,2450.0,41,490,20,9
76,female,3025.0,1775.0,124,223,39,3
64,female,5025.0,1660.0,53,321,27,1
54,female,6210.0,1585.0,30,240,47,3
57,male,2515.0,2065.0,142,335,20,10
69,male,8910.0,2490.0,220,138,73,1
80,female,3515.0,1200.0,103,290,34,4
33,male,3540.0,2430.0,149,376,34,1
19,male,9720.0,2630.0,220,154,103,3
76,male,4810.0,2290.0,210,257,38,1
49,male,3535.0,2370.0,220,206,28,4
26,male,9720.0,2405.0,148,80,150,1
59,male,3515.0,1975.0,184,334,20,2
21,male,5645.0,2335.0,220,212,55,2
60,male,8920.0,2085.0,198,265,44,2
27,male,9710.0,2510.0,218,118,83,5
82,female,1825.0,1800.0,84,237,57,3
37,male,9735.0,2145.0,220,126,69,0
54,female,8910.0,2105.0,204,381,20,5
31,female,3550.0,2035.0,160,221,23,3
29,female,1035.0,2435.0,153,370,80,0
50,female,1815.0,1960.0,131,352,20,5
69,female,3515.0,1865.0,41,207,108,4
51,female,1825.0,1885.0,83,378,20,6
62,male,1825.0,1815.0,146,220,20,7
88,female,1030.0,1820.0,37,182,103,8
81,other,2545.0,1905.0,131,337,33,4
81,male,1035.0,2270.0,158,281,38,4
82,male,4810.0,2120.0,137,297,75,2
82,female,8925.0,2335.0,118,341,70,7
55,male,2545.0,2185.0,113,342,78,7
76,male,6225.0,2115.0,149,291,40,5
48,female,1030.0,1875.0,34,401,40,7
21,male,2015.0,2480.0,151,410,27,5
52,female,3025.0,1805.0,80,321,23,1
74,female,5015.0,1920.0,118,326,20,8
29,male,1030.0,1410.0,51,245,43,1
29,female,1825.0,2415.0,74,448,20,5
72,male,9710.0,1995.0,220,190,38,0
50,male,5635.0,1845.0,30,354,36,4
87,other,6220.0,1660.0,89,281,22,5
61,female,5020.0,2230.0,84,481,20,5
19,male,3025.0,2460.0,137,447,45,7
75,female,3515.0,1940.0,41,307,57,7
21,female,5035.0,2460.0,151,354,71,3
50,male,4810.0,2005.0,92,262,123,0
65,female,1825.0,1810.0,192,261,31,3
64,female,1035.0,2135.0,211,264,61,6
57,female,5630.0,2035.0,85,346,48,1
55,female,1030.0,1735.0,77,291,28,1
19,male,5010.0,2000.0,110,333,26,4
68,female,3035.0,2070.0,87,404,20,7
63,male,9710.0,2415.0,141,228,84,1
81,male,3035.0,2130.0,88,311,58,4
48,female,2015.0,2190.0,67,341,43,3
54,male,3035.0,2230.0,100,374,60,7
46,female,5635.0,2205.0,73,409,24,2
59,male,5035.0,2545.0,58,372,88,3
87,male,6210.0,2055.0,130,200,72,4
71,other,3510.0,2070.0,64,358,53,5
86,female,3510.0,1930.0,30,434,44,5
59,male,5645.0,2085.0,128,209,80,2
80,male,9720.0,2225.0,30,476,40,3
36,male,3040.0,2295.0,220,169,57,7
59,male,1030.0,1970.0,132,302,28,2
83,male,6225.0,2200.0,73,319,78,3
42,female,5035.0,2155.0,56,303,92,3
55,female,9730.0,1440.0,38,240,28,3
38,female,5045.0,2465.0,220,194,62,7
59,male,3540.0,2180.0,31,406,43,0
82,female,5015.0,1930.0,30,402,20,4
86,female,5620.0,1800.0,96,206,51,2
73,female,4810.0,2660.0,102,420,50,6
77,male,1030.0,1960.0,120,212,83,0
65,male,3515.0,2230.0,97,449,20,3
41,male,3515.0,2480.0,150,429,34,4
52,female,3530.0,1805.0,94,183,58,3
72,male,3535.0,1725.0,43,191,93,4
75,male,6515.0,1775.0,80,352,20,6
63,female,2015.0,2150.0,220,150,49,4
81,male,5645.0,2215.0,30,363,54,4
74,female,1045.0,1775.0,80,179,103,5
61,female,3025.0,2025.0,82,265,71,3
55,female,3025.0,1525.0,148,169,67,7
62,male,1825.0,1815.0,122,375,20,5
21,male,5035.0,2175.0,57,315,96,4
88,male,3025.0,2140.0,76,251,103,2
24,male,5020.0,2220.0,126,359,25,4
85,female,1030.0,1410.0,72,147,53,1
30,male,4810.0,2485.0,84,519,34,7
39,male,3540.0,1915.0,120,263,49,2
26,female,5620.0,2365.0,30,480,55,2
55,male,1035.0,2520.0,220,286,61,4
76,female,6215.0,1645.0,128,204,29,4
31,male,4810.0,2245.0,88,390,29,7
71,female,5020.0,1630.0,164,217,20,3
87,male,5615.0,2350.0,119,334,65,3
29,female,8920.0,2890.0,88,385,119,3
43,female,5645.0,1940.0,88,242,84,1
48,female,5025.0,1475.0,57,363,22,3
52,female,3510.0,2280.0,30,227,98,7
57,male,1035.0,2435.0,57,506,47,4
83,male,1815.0,1880.0,44,302,42,9
42,male,5615.0,2175.0,90,215,89,4
76,male,3035.0,2185.0,143,281,46,4
36,female,1025.0,2175.0,220,237,32,2
45,female,6535.0,1640.0,48,302,20,3
61,female,3025.0,2215.0,130,317,38,2
60,male,3550.0,2085.0,86,359,28,7
56,female,4815.0,2340.0,82,426,25,4
80,female,8920.0,2230.0,51,344,52,2
19,male,5645.0,1905.0,74,176,146,2
70,male,6220.0,1725.0,30,350,43,4
36,male,5635.0,2680.0,220,195,42,4
82,female,3510.0,1920.0,70,304,23,2
63,male,5620.0,2090.0,212,308,21,2
65,male,1825.0,2165.0,63,392,47,5
87,female,5635.0,2175.0,69,370,76,4
42,female,5610.0,2155.0,38,485,29,3
32,male,6215.0,2210.0,57,256,107,3
28,female,3530.0,2415.0,127,183,103,4
54,male,4815.0,2220.0,51,323,84,1
69,male,9730.0,2570.0,137,491,28,6
22,female,4815.0,2440.0,30,230,180,1
59,female,1030.0,1825.0,30,383,47,0
73,male,5045.0,2010.0,78,391,20,5
64,female,8920.0,1845.0,158,215,52,3
32,male,5610.0,2400.0,165,160,109,1
47,male,5620.0,2555.0,39,398,91,4
59,male,3025.0,2305.0,30,462,44,2
29,female,1825.0,1975.0,106,255,66,5
33,female,9720.0,2145.0,35,327,96,4
41,male,8925.0,2425.0,135,393,48,3
65,other,1825.0,1830.0,77,418,20,6
28,female,5635.0,1905.0,101,320,28,0
79,female,1030.0,1640.0,77,203,62,1
88,female,5045.0,2370.0,85,429,37,4
79,female,1035.0,2295.0,140,357,20,4
26,male,1035.0,2375.0,55,154,180,1
60,female,3510.0,2055.0,172,279,34,3
27,female,1030.0,1880.0,175,176,69,2
35,female,3515.0,2050.0,197,275,20,7
54,male,5045.0,2240.0,220,291,27,5
53,female,8925.0,2010.0,44,346,48,6
75,male,5615.0,2510.0,219,301,20,4
35,male,3515.0,2065.0,48,227,98,5
22,male,3510.0,2600.0,90,439,85,1
18,female,1030.0,2185.0,80,239,85,2
31,male,4810.0,2550.0,220,253,39,2
47,male,5620.0,2455.0,192,348,42,2
79,female,8920.0,2230.0,52,214,121,2
29,male,1030.0,1970.0,72,242,89,3
30,male,5020.0,2385.0,220,268,49,7
40,other,5645.0,2225.0,173,416,20,2
51,male,1030.0,2095.0,88,486,20,2
33,female,4810.0,2240.0,182,216,76,4
22,male,6515.0,2570.0,53,484,48,1
56,male,3535.0,2295.0,207,270,34,5
76,male,4810.0,1950.0,30,330,23,4
80,male,8920.0,2370.0,220,242,93,4
71,female,5020.0,1630.0,155,214,20,3
67,female,3025.0,1910.0,165,172,34,6
59,female,9720.0,2025.0,35,332,44,4
55,male,8910.0,2065.0,220,275,20,4
59,male,2515.0,2235.0,220,263,20,4
46,male,6535.0,1745.0,183,248,20,4
46,female,5630.0,2155.0,62,297,81,5
36,female,1025.0,2050.0,72,416,20,0
71,female,2015.0,2495.0,54,474,29,2
49,male,4820.0,1945.0,30,136,121,4
80,female,3515.0,1485.0,30,356,22,6
23,other,3040.0,1715.0,105,218,51,3
53,female,3540.0,2175.0,69,464,20,3
30,female,3025.0,2210.0,151,316,20,4
37,male,5035.0,2400.0,82,356,93,5
58,male,9710.0,1835.0,220,116,68,6
28,male,5630.0,2515.0,220,221,62,3
50,other,4820.0,1995.0,88,176,93,0
23,female,1035.0,2030.0,77,353,43,3
33,female,8910.0,2625.0,206,330,49,4
51,female,3025.0,2020.0,30,402,24,5
34,male,8920.0,2460.0,45,352,93,3
42,male,5615.0,2400.0,30,438,45,4
62,male,1035.0,2415.0,118,319,63,3
21,female,8925.0,2890.0,111,410,60,2
27,male,3550.0,1890.0,46,387,20,4
18,male,5045.0,2385.0,165,369,60,4
75,female,1030.0,1510.0,62,155,53,2
42,female,2545.0,1995.0,132,317,24,5
55,female,9730.0,1600.0,69,183,20,3
35,male,5020.0,2460.0,168,329,39,10
80,female,3515.0,1890.0,85,322,20,6
72,other,3530.0,1980.0,39,383,20,3
89,female,5020.0,2085.0,82,414,20,10
85,female,2515.0,1415.0,113,213,46,5
86,female,5635.0,1890.0,79,324,24,2
26,female,3510.0,1770.0,61,250,63,3
42,female,5035.0,1935.0,88,229,84,1
89,male,4815.0,1835.0,50,237,74,3
29,other,3540.0,1865.0,97,279,42,2
54,male,5045.0,2345.0,92,466,28,6
53,female,3025.0,1440.0,38,154,62,9
39,male,2015.0,1955.0,53,351,25,4
32,male,4825.0,2705.0,89,410,20,2
61,male,3535.0,2315.0,92,370,67,1
18,other,3535.0,1850.0,59,311,45,6
18,male,5045.0,2265.0,111,392,32,5
