age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
85.0,female,1039.0,1979,30,307,54,9
34.0,male,2516.0,2503,128,425,20,1
78.0,female,4810.0,1735,104,319,29,6
46.0,female,6220.0,2435,169,380,20,3
88.0,female,5633.0,1872,85,308,28,2
33.0,male,3024.0,2132,80,289,49,5
40.0,male,3545.0,2495,162,364,45,2
59.0,male,2514.0,2474,220,262,20,10
65.0,male,9733.0,2514,105,233,151,2
79.0,female,3515.0,1847,56,231,77,5
78.0,male,1024.0,2386,104,454,25,6
22.0,male,3512.0,2601,81,378,101,0
54.0,male,3535.0,2305,115,217,110,6
71.0,female,3021.0,1776,105,366,37,9
25.0,male,5610.0,2398,220,361,29,4
74.0,male,9711.0,1758,96,105,119,2
49.0,male,6535.0,1695,183,248,20,4
26.0,female,3511.0,2515,30,511,68,1
67.0,male,6513.0,1756,113,215,57,2
59.0,male,4818.0,1643,51,245,68,1
58.0,male,5625.0,2264,139,292,65,5
84.0,female,6534.0,1610,64,294,20,4
55.0,male,5044.0,2618,201,295,27,6
69.0,male,4825.0,2613,220,255,49,0
73.0,male,6514.0,1984,220,208,20,6
28.0,male,9735.0,2517,85,365,52,2
45.0,male,5616.0,2781,116,415,50,2
84.0,male,3535.0,2053,78,184,75,5
42.0,female,9720.0,2399,169,243,96,3
21.0,female,2544.0,2266,88,342,66,2
67.0,male,9711.0,1629,214,116,76,3
23.0,female,5011.0,2285,68,292,43,1
33.0,female,9718.0,2082,85,323,55,2
81.0,male,3022.0,2178,30,459,24,4
79.0,female,3515.0,1839,65,179,88,7
32.0,other,3548.0,1961,196,235,20,2
46.0,female,1048.0,1797,37,375,20,3
53.0,male,5017.0,1964,30,402,28,3
39.0,female,5617.0,2105,220,236,20,1
65.0,male,6220.0,2494,119,375,51,6
61.0,male,8921.0,2264,38,291,122,2
37.0,male,2517.0,2503,220,268,20,4
44.0,male,3045.0,2177,220,126,55,3
58.0,male,2545.0,2121,33,288,98,1
23.0,female,1023.0,2297,220,264,20,5
22.0,male,1044.0,2398,72,117,143,4
73.0,male,2545.0,2047,56,359,53,1
29.0,male,5036.0,2516,123,454,56,4
87.0,male,9721.0,2138,30,552,44,1
41.0,male,1033.0,2427,197,264,117,3
72.0,male,5620.0,2061,65,369,37,4
57.0,male,2546.0,2110,214,352,35,5
28.0,female,9729.0,2040,159,214,79,3
36.0,male,3515.0,2533,175,375,33,3
55.0,male,3516.0,2178,113,163,109,2
39.0,male,6226.0,1931,87,418,20,4
30.0,male,5032.0,2486,34,230,180,3
85.0,female,5012.0,1604,69,262,39,1
54.0,male,2519.0,2274,131,419,20,9
26.0,female,3512.0,2794,30,497,84,1
43.0,male,1032.0,2427,155,161,119,3
90.0,other,6513.0,1936,216,177,26,3
23.0,female,3515.0,1895,104,253,51,1
59.0,female,3513.0,2146,63,329,81,1
46.0,male,5612.0,2155,157,390,20,2
55.0,male,9730.0,1833,204,116,56,5
54.0,female,8922.0,1956,30,200,145,1
88.0,male,3513.0,2436,30,396,84,6
44.0,male,1023.0,2212,136,311,37,5
82.0,female,2014.0,1963,220,190,49,6
74.0,male,9722.0,1866,30,155,121,4
84.0,female,3534.0,1955,50,383,20,7
67.0,female,4817.0,2348,82,236,127,1
59.0,female,4817.0,1928,30,295,51,4
63.0,female,3024.0,1956,61,231,98,2
54.0,female,5613.0,1636,208,80,54,4
63.0,female,5644.0,1525,57,217,62,3
59.0,male,1047.0,2282,85,395,51,7
22.0,female,1827.0,2102,48,324,66,1
74.0,female,2517.0,1624,30,188,39,6
82.0,female,1048.0,1720,65,270,20,5
80.0,female,9728.0,1860,92,308,32,3
54.0,male,8919.0,2525,154,273,86,3
84.0,female,1823.0,1800,125,361,20,2
89.0,male,1034.0,2009,81,346,21,2
86.0,female,2518.0,1358,61,216,28,6
35.0,male,4819.0,2455,168,224,119,1
83.0,male,5644.0,2547,220,228,53,4
74.0,female,4820.0,1612,92,203,62,3
43.0,female,6209.0,2457,135,496,36,2
51.0,female,5632.0,1979,89,301,49,3
58.0,male,1034.0,2257,220,216,20,5
75.0,female,4810.0,2495,102,436,20,5
37.0,male,5633.0,2756,156,364,35,2
61.0,female,3510.0,1903,137,174,86,10
70.0,male,3033.0,2014,43,369,25,4
59.0,male,5614.0,2342,207,353,21,4
31.0,female,5016.0,1946,30,343,28,6
79.0,other,5615.0,2280,137,322,27,1
60.0,male,9728.0,1934,115,330,20,4
86.0,male,9737.0,2055,58,302,69,2
19.0,female,3026.0,1701,51,290,24,5
39.0,male,4819.0,2065,71,288,68,1
16.0,female,5033.0,2398,123,289,103,5
29.0,male,5635.0,2678,198,350,31,3
56.0,male,5033.0,2424,220,263,56,3
83.0,female,8912.0,1452,30,269,53,7
89.0,female,4816.0,2067,171,255,44,5
19.0,male,2517.0,2630,181,324,45,3
33.0,male,8913.0,2077,95,346,34,2
35.0,female,5020.0,2257,171,388,20,4
65.0,female,1033.0,1925,111,202,59,6
83.0,female,3511.0,1887,56,231,88,7
47.0,male,2012.0,2063,71,184,100,5
79.0,male,5034.0,2187,181,229,62,2
66.0,male,9736.0,2135,72,379,44,1
47.0,male,3040.0,2226,220,158,36,5
40.0,female,5644.0,1694,104,205,20,1
47.0,female,2518.0,2538,220,345,33,2
84.0,female,3515.0,1507,30,292,20,6
51.0,male,1034.0,2153,30,474,28,5
71.0,female,2518.0,1911,163,359,20,1
66.0,female,3536.0,1968,94,216,89,4
87.0,male,9727.0,2385,207,118,115,5
37.0,female,6212.0,2131,186,216,72,1
78.0,male,5623.0,2058,106,430,20,6
35.0,male,6535.0,1847,220,212,20,2
59.0,male,5610.0,2201,176,311,20,4
46.0,female,6209.0,2433,148,427,48,2
89.0,male,1028.0,2122,78,275,59,1
22.0,male,1022.0,2281,220,291,73,5
85.0,male,4816.0,2050,171,247,92,5
38.0,female,9737.0,2230,144,233,112,0
46.0,male,3037.0,2385,220,299,20,3
34.0,female,3530.0,2258,130,344,52,4
73.0,female,6217.0,1663,30,296,47,2
36.0,male,2519.0,2459,107,381,25,2
72.0,female,5634.0,1928,53,207,97,4
79.0,male,1033.0,2756,35,585,20,5
27.0,female,5645.0,2191,125,248,80,1
57.0,female,3514.0,2027,41,324,66,5
48.0,female,5632.0,1770,156,142,61,1
69.0,male,9728.0,2793,84,373,60,4
33.0,male,5014.0,2232,47,411,28,5
67.0,female,3542.0,2112,30,323,66,2
29.0,female,5615.0,2431,109,257,145,3
85.0,female,6210.0,2271,220,279,41,7
78.0,female,1031.0,1823,65,184,108,4
21.0,female,5021.0,2031,30,410,28,3
78.0,female,4819.0,1755,111,304,20,5
83.0,male,4815.0,2332,133,317,38,4
88.0,female,3541.0,2176,47,381,46,4
29.0,female,5615.0,2439,111,405,50,5
58.0,female,5046.0,2139,84,398,25,4
59.0,male,3542.0,2118,131,313,20,2
84.0,female,4822.0,1349,45,169,56,1
26.0,female,3039.0,1965,71,325,57,4
25.0,female,1023.0,1994,133,298,20,2
48.0,male,6510.0,2256,98,385,39,1
70.0,female,4810.0,2105,137,297,57,4
38.0,male,9721.0,2292,56,298,97,1
55.0,male,5025.0,1904,183,300,20,5
72.0,female,1037.0,1515,98,203,20,10
30.0,male,6515.0,1749,176,149,72,4
82.0,male,3517.0,2028,79,299,79,2
23.0,female,1823.0,2102,79,392,24,2
62.0,female,2546.0,2105,108,342,74,3
59.0,female,3035.0,2222,57,233,107,4
71.0,male,6219.0,2386,43,278,142,6
71.0,female,3547.0,1664,136,147,72,3
32.0,female,5632.0,1758,178,216,24,3
74.0,male,6227.0,1810,139,180,43,4
46.0,male,4811.0,2211,117,337,39,7
71.0,male,3516.0,2463,148,267,86,1
23.0,male,2548.0,2847,129,428,59,4
36.0,male,1021.0,2143,72,403,20,3
59.0,male,1029.0,2241,30,120,177,1
28.0,male,1046.0,2286,135,396,20,4
73.0,male,5623.0,2187,220,229,31,5
32.0,male,5042.0,2635,220,396,39,2
63.0,male,3026.0,1995,220,294,20,2
87.0,male,5616.0,2141,41,332,59,4
29.0,female,8920.0,2397,83,219,133,5
76.0,male,2518.0,2119,142,293,30,7
19.0,female,1028.0,2183,85,322,64,0
88.0,male,8927.0,2009,88,301,49,5
69.0,male,9731.0,2315,220,242,24,5
51.0,male,4818.0,2480,30,98,162,1
46.0,female,6211.0,2065,88,299,31,3
87.0,male,1036.0,2407,172,357,79,3
41.0,female,5644.0,1952,30,143,140,2
38.0,male,6226.0,2179,51,368,56,4
62.0,female,3530.0,1983,39,255,99,4
46.0,female,4817.0,1710,182,100,69,2
35.0,female,3516.0,2412,99,192,145,3
39.0,male,5046.0,2261,220,279,60,7
77.0,male,5648.0,2365,220,299,20,7
55.0,male,5628.0,2305,63,292,76,2
42.0,male,4825.0,2353,175,288,42,1
30.0,male,9731.0,1945,136,257,20,4
65.0,other,3531.0,2279,92,409,60,5
28.0,male,1825.0,1998,30,356,43,2
52.0,male,1045.0,2013,55,317,74,0
65.0,female,3024.0,1908,30,458,23,2
19.0,male,3026.0,2174,216,346,26,1
87.0,female,5646.0,1793,40,286,36,8
63.0,female,1032.0,1865,104,299,20,3
19.0,male,3024.0,2168,50,392,20,0
71.0,female,5616.0,1914,96,257,71,4
56.0,female,9718.0,1645,51,245,68,2
85.0,male,3538.0,2498,105,227,141,3
76.0,female,3531.0,2196,137,283,34,4
85.0,female,4816.0,1444,48,237,21,2
70.0,male,4816.0,2294,94,398,28,4
34.0,female,5646.0,1770,117,275,35,2
40.0,female,6211.0,2283,39,428,72,3
43.0,male,1039.0,2173,35,316,81,3
47.0,male,5621.0,2423,39,522,20,2
58.0,male,1033.0,2390,85,287,95,0
61.0,female,2517.0,2144,113,413,20,10
58.0,male,9711.0,2268,116,339,35,2
37.0,other,5624.0,2216,51,322,92,4
71.0,female,4822.0,1716,118,197,43,3
84.0,male,5613.0,2190,180,325,20,3
62.0,male,6513.0,1534,148,121,58,2
37.0,male,5648.0,2653,213,330,36,4
19.0,female,5013.0,2712,165,572,20,7
20.0,male,9708.0,2200,135,327,37,2
50.0,male,1030.0,2177,77,316,97,4
62.0,female,5015.0,1839,220,179,20,9
65.0,female,5645.0,2053,220,305,20,5
82.0,female,9733.0,1200,121,213,28,3
36.0,female,1823.0,1946,220,275,20,7
56.0,male,9731.0,1783,54,320,41,4
70.0,male,5026.0,1704,61,296,24,0
65.0,other,5647.0,2204,133,337,50,7
32.0,female,1033.0,2028,64,296,51,4
58.0,male,4822.0,1643,84,196,59,2
80.0,male,5649.0,2283,220,299,24,5
45.0,female,6210.0,2237,220,148,21,4
63.0,female,8921.0,1908,136,172,86,3
48.0,male,6222.0,2748,116,572,20,6
53.0,male,6223.0,2413,220,286,20,1
77.0,male,9712.0,2221,60,320,86,5
54.0,male,5634.0,2403,213,247,94,6
64.0,female,9713.0,2073,220,131,84,3
70.0,female,1824.0,1743,49,343,21,4
73.0,female,1027.0,2124,37,319,93,5
85.0,male,9728.0,2407,122,352,70,3
57.0,female,3516.0,2216,155,192,68,3
80.0,other,3508.0,2154,158,231,99,4
47.0,male,5620.0,2718,125,366,20,5
35.0,male,8913.0,1828,209,163,56,2
61.0,female,9719.0,1991,75,298,31,2
43.0,female,6535.0,1601,139,290,33,5
70.0,female,1033.0,1799,94,388,20,3
39.0,male,8913.0,2413,154,375,44,3
47.0,female,5637.0,2084,146,321,20,2
57.0,male,6535.0,1679,52,304,36,6
47.0,female,6513.0,1981,220,149,20,3
24.0,other,3544.0,2299,151,389,25,2
89.0,female,5622.0,1809,34,209,58,3
18.0,male,2520.0,2405,87,397,75,1
27.0,male,5015.0,2364,220,286,20,9
65.0,female,8926.0,2684,184,301,31,5
86.0,male,1033.0,2225,220,211,25,6
57.0,female,6222.0,2312,135,215,75,2
70.0,female,4822.0,1525,65,83,76,2
72.0,male,1029.0,1761,76,186,109,3
61.0,female,3542.0,1637,30,328,42,3
70.0,female,9730.0,2105,30,299,95,0
32.0,male,6514.0,2297,114,346,52,3
76.0,male,9737.0,2292,59,288,110,3
73.0,male,2014.0,2023,35,317,66,5
27.0,female,9709.0,1948,220,131,62,4
75.0,female,6224.0,1640,90,168,47,2
58.0,male,5025.0,1934,30,413,20,7
41.0,female,1034.0,2311,220,188,42,3
58.0,other,9712.0,2146,116,233,82,4
63.0,female,9732.0,1357,121,228,20,2
74.0,male,4827.0,2395,220,232,36,0
39.0,female,4823.0,2324,220,311,26,2
74.0,male,6224.0,1903,220,178,20,4
13.0,female,8922.0,2397,88,268,74,4
86.0,male,5645.0,2159,220,279,51,5
65.0,female,8927.0,2684,184,375,33,2
63.0,female,1038.0,2204,184,178,66,3
77.0,female,3517.0,1480,40,287,42,4
89.0,male,3025.0,2123,30,323,70,9
85.0,male,5013.0,2201,30,462,20,6
58.0,male,9728.0,2451,141,437,20,4
27.0,other,2517.0,2147,108,457,20,5
71.0,female,9713.0,1936,105,275,46,3
78.0,male,5623.0,2667,150,426,44,6
31.0,female,6223.0,2037,30,224,88,6
80.0,male,5619.0,1602,61,190,28,2
70.0,female,9712.0,2235,30,291,93,1
85.0,female,2514.0,1681,30,215,62,7
85.0,female,5011.0,2297,99,375,35,7
84.0,female,1035.0,1854,114,202,59,5
46.0,male,5007.0,2256,77,328,56,1
55.0,male,2547.0,2184,65,288,98,2
78.0,female,9723.0,1951,131,212,62,1
53.0,male,3511.0,2384,64,186,116,7
29.0,female,5630.0,2429,190,343,51,1
44.0,male,2549.0,2653,174,439,59,3
59.0,male,5646.0,2257,90,427,20,5
67.0,female,1825.0,1827,192,204,28,6
80.0,male,9720.0,2226,147,80,105,5
65.0,male,3516.0,2080,177,255,47,1
36.0,male,3034.0,2611,87,375,68,2
34.0,female,1023.0,2263,220,253,21,3
41.0,female,3515.0,2180,116,378,28,3
38.0,male,3025.0,2653,199,438,20,2
56.0,male,6535.0,1822,78,245,36,2
41.0,other,4823.0,2003,55,344,20,3
81.0,male,6536.0,1985,203,293,20,3
85.0,female,8910.0,1696,67,237,84,5
77.0,male,5612.0,1915,41,231,98,2
32.0,female,2545.0,1937,71,299,31,4
40.0,male,5020.0,2497,220,302,33,8
68.0,male,8911.0,2268,92,375,20,3
89.0,other,4824.0,1626,40,290,61,2
20.0,female,3027.0,2270,133,234,95,2
86.0,female,2014.0,1416,77,97,126,7
74.0,female,1029.0,1504,30,270,52,5
86.0,female,2516.0,1723,74,315,25,2
26.0,other,3026.0,2298,76,457,20,4
36.0,male,3511.0,2271,60,331,84,0
51.0,male,5623.0,2126,102,323,67,3
82.0,male,1028.0,2330,161,251,111,4
27.0,male,1823.0,1892,146,313,20,3
81.0,male,3514.0,2056,90,322,66,6
28.0,female,6223.0,2309,77,365,82,4
51.0,female,9730.0,1643,57,168,55,3
42.0,female,9735.0,1985,185,180,47,2
53.0,male,2519.0,2512,135,342,27,6
35.0,female,1024.0,2263,112,460,20,9
20.0,male,3027.0,1945,64,330,23,4
25.0,male,3024.0,2719,220,212,54,1
40.0,other,6208.0,2385,41,382,56,5
36.0,male,1022.0,2341,138,375,24,1
57.0,female,1033.0,1865,30,296,62,0
17.0,male,1825.0,1993,152,268,34,3
31.0,female,1033.0,2412,123,385,60,3
53.0,female,3547.0,1733,47,321,26,6
39.0,male,4825.0,2508,220,207,49,2
54.0,female,8927.0,2008,81,301,31,5
18.0,male,5620.0,1808,61,286,28,3
68.0,female,6215.0,1643,30,244,94,1
42.0,female,4817.0,1995,55,295,51,2
78.0,male,6514.0,1752,113,178,55,6
70.0,female,5020.0,1873,190,216,20,3
82.0,male,1028.0,1691,76,94,116,3
78.0,female,6535.0,1650,64,254,69,3
68.0,female,5622.0,2069,220,236,23,5
81.0,female,9721.0,1634,68,122,78,5
45.0,female,2517.0,2451,41,490,20,9
76.0,female,3025.0,1776,124,223,39,3
62.0,female,5025.0,1660,53,321,27,1
55.0,female,6210.0,1583,30,240,47,3
58.0,male,2517.0,2063,142,335,20,10
67.0,male,8912.0,2491,220,138,73,1
81.0,female,3515.0,1200,103,290,34,4
34.0,male,3538.0,2428,149,376,34,1
19.0,male,9720.0,2630,220,154,103,3
75.0,male,4811.0,2292,210,257,38,1
50.0,male,3536.0,2369,220,206,28,4
27.0,male,9721.0,2404,148,80,150,1
59.0,male,3516.0,1976,184,334,20,2
20.0,male,5646.0,2337,220,212,55,2
59.0,male,8921.0,2085,198,265,44,2
29.0,male,9710.0,2512,218,118,83,5
82.0,female,1826.0,1800,84,237,57,3
38.0,male,9733.0,2143,220,126,69,0
53.0,female,8913.0,2106,204,381,20,5
32.0,female,3548.0,2037,160,221,23,3
28.0,female,1037.0,2436,153,370,80,0
51.0,female,1814.0,1958,131,352,20,5
71.0,female,3516.0,1865,41,207,108,4
54.0,female,1821.0,1884,83,378,20,6
63.0,male,1823.0,1817,146,220,20,7
88.0,female,1028.0,1819,37,182,103,8
82.0,other,2545.0,1906,131,337,33,4
80.0,male,1034.0,2271,158,281,38,4
82.0,male,4813.0,2118,137,297,75,2
82.0,female,8925.0,2335,118,341,70,7
54.0,male,2542.0,2184,113,342,78,7
80.0,male,6225.0,2113,149,291,40,5
48.0,female,1028.0,1877,34,401,40,7
20.0,male,2012.0,2479,151,410,27,5
54.0,female,3022.0,1804,80,321,23,1
74.0,female,5013.0,1921,118,326,20,8
29.0,male,1030.0,1411,51,245,43,1
29.0,female,1825.0,2414,74,448,20,5
72.0,male,9712.0,1993,220,190,38,0
49.0,male,5638.0,1847,30,354,36,4
86.0,other,6222.0,1660,89,281,22,5
61.0,female,5021.0,2229,84,481,20,5
18.0,male,3025.0,2461,137,447,45,7
74.0,female,3515.0,1939,41,307,57,7
21.0,female,5034.0,2459,151,354,71,3
52.0,male,4816.0,2004,92,262,123,0
65.0,female,1824.0,1811,192,261,31,3
64.0,female,1035.0,2133,211,264,61,6
52.0,female,5631.0,2037,85,346,48,1
56.0,female,1028.0,1733,77,291,28,1
22.0,male,5010.0,1998,110,333,26,4
67.0,female,3035.0,2069,87,404,20,7
62.0,male,9712.0,2415,141,228,84,1
80.0,male,3035.0,2130,88,311,58,4
48.0,female,2013.0,2192,67,341,43,3
54.0,male,3037.0,2228,100,374,60,7
46.0,female,5630.0,2207,73,409,24,2
59.0,male,5033.0,2546,58,372,88,3
90.0,male,6211.0,2053,130,200,72,4
71.0,other,3511.0,2072,64,358,53,5
86.0,female,3511.0,1928,30,434,44,5
59.0,male,5642.0,2086,128,209,80,2
80.0,male,9719.0,2226,30,476,40,3
37.0,male,3044.0,2297,220,169,57,7
61.0,male,1031.0,1971,132,302,28,2
83.0,male,6222.0,2201,73,319,78,3
42.0,female,5034.0,2153,56,303,92,3
55.0,female,9731.0,1440,38,240,28,3
40.0,female,5045.0,2467,220,194,62,7
59.0,male,3542.0,2178,31,406,43,0
83.0,female,5015.0,1928,30,402,20,4
85.0,female,5621.0,1800,96,206,51,2
74.0,female,4811.0,2662,102,420,50,6
79.0,male,1028.0,1962,120,212,83,0
66.0,male,3514.0,2232,97,449,20,3
42.0,male,3515.0,2480,150,429,34,4
53.0,female,3532.0,1807,94,183,58,3
72.0,male,3536.0,1723,43,191,93,4
75.0,male,6514.0,1777,80,352,20,6
60.0,female,2014.0,2151,220,150,49,4
80.0,male,5647.0,2213,30,363,54,4
77.0,female,1046.0,1774,80,179,103,5
61.0,female,3022.0,2025,82,265,71,3
58.0,female,3026.0,1526,148,169,67,7
61.0,male,1824.0,1815,122,375,20,5
20.0,male,5033.0,2176,57,315,96,4
89.0,male,3023.0,2139,76,251,103,2
22.0,male,5022.0,2219,126,359,25,4
87.0,female,1028.0,1408,72,147,53,1
31.0,male,4810.0,2486,84,519,34,7
42.0,male,3542.0,1915,120,263,49,2
27.0,female,5622.0,2365,30,480,55,2
57.0,male,1036.0,2522,220,286,61,4
77.0,female,6215.0,1644,128,204,29,4
32.0,male,4812.0,2243,88,390,29,7
71.0,female,5022.0,1632,164,217,20,3
87.0,male,5616.0,2352,119,334,65,3
30.0,female,8921.0,2889,88,385,119,3
43.0,female,5640.0,1940,88,242,84,1
50.0,female,5025.0,1473,57,363,22,3
49.0,female,3512.0,2281,30,227,98,7
58.0,male,1032.0,2435,57,506,47,4
88.0,male,1811.0,1882,44,302,42,9
41.0,male,5615.0,2174,90,215,89,4
77.0,male,3034.0,2187,143,281,46,4
34.0,female,1023.0,2174,220,237,32,2
46.0,female,6536.0,1642,48,302,20,3
62.0,female,3022.0,2214,130,317,38,2
60.0,male,3551.0,2086,86,359,28,7
57.0,female,4817.0,2340,82,426,25,4
79.0,female,8924.0,2229,51,344,52,2
19.0,male,5645.0,1905,74,176,146,2
71.0,male,6219.0,1723,30,350,43,4
38.0,male,5634.0,2678,220,195,42,4
82.0,female,3511.0,1921,70,304,23,2
63.0,male,5621.0,2090,212,308,21,2
62.0,male,1826.0,2165,63,392,47,5
86.0,female,5635.0,2176,69,370,76,4
42.0,female,5610.0,2153,38,485,29,3
33.0,male,6216.0,2208,57,256,107,3
25.0,female,3530.0,2416,127,183,103,4
54.0,male,4817.0,2221,51,323,84,1
69.0,male,9728.0,2568,137,491,28,6
21.0,female,4816.0,2439,30,230,180,1
59.0,female,1031.0,1823,30,383,47,0
72.0,male,5048.0,2010,78,391,20,5
63.0,female,8922.0,1844,158,215,52,3
33.0,male,5611.0,2398,165,160,109,1
46.0,male,5622.0,2553,39,398,91,4
59.0,male,3024.0,2306,30,462,44,2
30.0,female,1825.0,1974,106,255,66,5
34.0,female,9721.0,2147,35,327,96,4
40.0,male,8927.0,2423,135,393,48,3
63.0,other,1821.0,1831,77,418,20,6
27.0,female,5634.0,1903,101,320,28,0
78.0,female,1027.0,1642,77,203,62,1
88.0,female,5045.0,2368,85,429,37,4
78.0,female,1036.0,2296,140,357,20,4
27.0,male,1036.0,2374,55,154,180,1
61.0,female,3514.0,2057,172,279,34,3
27.0,female,1030.0,1879,175,176,69,2
35.0,female,3511.0,2052,197,275,20,7
55.0,male,5044.0,2239,220,291,27,5
54.0,female,8933.0,2008,44,346,48,6
76.0,male,5614.0,2511,219,301,20,4
35.0,male,3517.0,2065,48,227,98,5
23.0,male,3509.0,2601,90,439,85,1
24.0,female,1029.0,2183,80,239,85,2
29.0,male,4812.0,2552,220,253,39,2
49.0,male,5622.0,2457,192,348,42,2
78.0,female,8919.0,2229,52,214,121,2
30.0,male,1026.0,1968,72,242,89,3
33.0,male,5021.0,2387,220,268,49,7
35.0,other,5646.0,2223,173,416,20,2
55.0,male,1029.0,2095,88,486,20,2
33.0,female,4810.0,2242,182,216,76,4
19.0,male,6515.0,2571,53,484,48,1
56.0,male,3534.0,2296,207,270,34,5
76.0,male,4813.0,1952,30,330,23,4
80.0,male,8922.0,2368,220,242,93,4
73.0,female,5019.0,1632,155,214,20,3
71.0,female,3024.0,1908,165,172,34,6
59.0,female,9720.0,2023,35,332,44,4
56.0,male,8913.0,2063,220,275,20,4
59.0,male,2518.0,2234,220,263,20,4
48.0,male,6538.0,1745,183,248,20,4
47.0,female,5632.0,2153,62,297,81,5
37.0,female,1023.0,2052,72,416,20,0
68.0,female,2015.0,2495,54,474,29,2
49.0,male,4826.0,1947,30,136,121,4
79.0,female,3515.0,1485,30,356,22,6
27.0,other,3045.0,1713,105,218,51,3
53.0,female,3543.0,2177,69,464,20,3
30.0,female,3025.0,2211,151,316,20,4
35.0,male,5032.0,2400,82,356,93,5
58.0,male,9712.0,1833,220,116,68,6
28.0,male,5633.0,2514,220,221,62,3
49.0,other,4826.0,1997,88,176,93,0
24.0,female,1036.0,2028,77,353,43,3
32.0,female,8913.0,2627,206,330,49,4
53.0,female,3024.0,2019,30,402,24,5
38.0,male,8922.0,2459,45,352,93,3
42.0,male,5617.0,2402,30,438,45,4
63.0,male,1035.0,2413,118,319,63,3
21.0,female,8928.0,2889,111,410,60,2
28.0,male,3545.0,1889,46,387,20,4
18.0,male,5045.0,2387,165,369,60,4
75.0,female,1029.0,1508,62,155,53,2
42.0,female,2546.0,1995,132,317,24,5
54.0,female,9736.0,1598,69,183,20,3
34.0,male,5024.0,2459,168,329,39,10
76.0,female,3515.0,1889,85,322,20,6
72.0,other,3530.0,1978,39,383,20,3
90.0,female,5023.0,2087,82,414,20,10
84.0,female,2518.0,1416,113,213,46,5
86.0,female,5632.0,1891,79,324,24,2
27.0,female,3511.0,1770,61,250,63,3
39.0,female,5030.0,1935,88,229,84,1
87.0,male,4816.0,1833,50,237,74,3
30.0,other,3539.0,1866,97,279,42,2
55.0,male,5045.0,2343,92,466,28,6
53.0,female,3026.0,1440,38,154,62,9
40.0,male,2013.0,1957,53,351,25,4
33.0,male,4825.0,2704,89,410,20,2
60.0,male,3535.0,2315,92,370,67,1
23.0,other,3533.0,1852,59,311,45,6
18.0,male,5046.0,2263,111,392,32,5
