"age","gender","zip_code","daily_kcal","protein_g","carbs_g","fat_g","fruit_portions"
23,"male","2545",2847,129,428,59,4
36,"male","1023",2143,72,403,20,3
59,"male","1031",2241,30,120,177,1
27,"male","1046",2286,135,396,20,4
74,"male","5622",2187,220,229,31,5
39,"male","5045",2635,220,396,39,2
63,"male","3026",1995,220,294,20,2
87,"male","5612",2141,41,332,59,4
29,"female","8921",2397,83,219,133,5
77,"male","2517",2119,142,293,30,7
19,"female","1028",2183,85,322,64,0
89,"male","8927",2009,88,301,49,5
68,"male","9728",2315,220,242,24,5
55,"male","4817",2480,30,98,162,1
47,"female","6211",2065,88,299,31,3
86,"male","1036",2407,172,357,79,3
40,"female","5644",1952,30,143,140,2
38,"male","6224",2179,51,368,56,4
62,"female","3531",1983,39,255,99,4
44,"female","4817",1710,182,100,69,2
35,"female","3514",2412,99,192,145,3
38,"male","5045",2261,220,279,60,7
73,"male","5646",2365,220,299,20,7
55,"male","5632",2305,63,292,76,2
39,"male","4825",2353,175,288,42,1
31,"male","9731",1945,136,257,20,4
62,"other","3531",2279,92,409,60,5
23,"male","1825",1998,30,356,43,2
50,"male","1046",2013,55,317,74,0
67,"female","3024",1908,30,458,23,2
19,"male","3024",2174,216,346,26,1
88,"female","5646",1793,40,286,36,8
62,"female","1031",1865,104,299,20,3
19,"male","3026",2168,50,392,20,0
71,"female","5616",1914,96,257,71,4
59,"female","9721",1645,51,245,68,2
84,"male","3542",2498,105,227,141,3
77,"female","3531",2196,137,283,34,4
89,"female","4817",1444,48,237,21,2
69,"male","4816",2294,94,398,28,4
35,"female","5646",1770,117,275,35,2
41,"female","6211",2283,39,428,72,3
43,"male","1036",2173,35,316,81,3
47,"male","5622",2423,39,522,20,2
58,"male","1033",2390,85,287,95,0
61,"female","2517",2144,113,413,20,10
58,"male","9711",2268,116,339,35,2
41,"other","5621",2216,51,322,92,4
71,"female","4822",1716,118,197,43,3
83,"male","5612",2190,180,325,20,3
64,"male","6514",1534,148,121,58,2
38,"male","5646",2653,213,330,36,4
19,"female","5014",2712,165,572,20,7
23,"male","9711",2200,135,327,37,2
49,"male","1028",2177,77,316,97,4
61,"female","5014",1839,220,179,20,9
64,"female","5646",2053,220,305,20,5
83,"female","9731",1200,121,213,28,3
32,"female","1823",1946,220,275,20,7
59,"male","9731",1783,54,320,41,4
68,"male","5025",1704,61,296,24,0
64,"other","5646",2204,133,337,50,7
37,"female","1031",2028,64,296,51,4
58,"male","4822",1643,84,196,59,2
81,"male","5646",2283,220,299,24,5
45,"female","6211",2237,220,148,21,4
61,"female","8921",1908,136,172,86,3
48,"male","6221",2748,116,572,20,6
54,"male","6224",2413,220,286,20,1
78,"male","9712",2221,60,320,86,5
53,"male","5634",2403,213,247,94,6
64,"female","9711",2073,220,131,84,3
70,"female","1825",1743,49,343,21,4
71,"female","1028",2124,37,319,93,5
87,"male","9728",2407,122,352,70,3
56,"female","3514",2216,155,192,68,3
81,"other","3511",2154,158,231,99,4
47,"male","5622",2718,125,366,20,5
30,"male","8912",1828,209,163,56,2
61,"female","9721",1991,75,298,31,2
45,"female","6535",1601,139,290,33,5
69,"female","1033",1799,94,388,20,3
40,"male","8912",2413,154,375,44,3
46,"female","5634",2084,146,321,20,2
55,"male","6535",1679,52,304,36,6
50,"female","6514",1981,220,149,20,3
27,"other","3548",2299,151,389,25,2
86,"female","5621",1809,34,209,58,3
18,"male","2517",2405,87,397,75,1
27,"male","5014",2364,220,286,20,9
65,"female","8927",2684,184,301,31,5
87,"male","1033",2225,220,211,25,6
56,"female","6221",2312,135,215,75,2
70,"female","4822",1525,65,83,76,2
72,"male","1028",1761,76,186,109,3
60,"female","3542",1637,30,328,42,3
69,"female","9728",2105,30,299,95,0
32,"male","6514",2297,114,346,52,3
77,"male","9735",2292,59,288,110,3
76,"male","2014",2023,35,317,66,5
27,"female","9711",1948,220,131,62,4
75,"female","6224",1640,90,168,47,2
57,"male","5025",1934,30,413,20,7
34,"female","1035",2311,220,188,42,3
60,"other","9712",2146,116,233,82,4
65,"female","9731",1357,121,228,20,2
70,"male","4825",2395,220,232,36,0
39,"female","4825",2324,220,311,26,2
76,"male","6224",1903,220,178,20,4
18,"female","8921",2397,88,268,74,4
87,"male","5646",2159,220,279,51,5
65,"female","8927",2684,184,375,33,2
63,"female","1036",2204,184,178,66,3
77,"female","3514",1480,40,287,42,4
88,"male","3026",2123,30,323,70,9
86,"male","5012",2201,30,462,20,6
59,"male","9728",2451,141,437,20,4
27,"other","2517",2147,108,457,20,5
71,"female","9712",1936,105,275,46,3
78,"male","5622",2667,150,426,44,6
33,"female","6224",2037,30,224,88,6
81,"male","5621",1602,61,190,28,2
71,"female","9712",2235,30,291,93,1
85,"female","2517",1681,30,215,62,7
85,"female","5012",2297,99,375,35,7
85,"female","1036",1854,114,202,59,5
47,"male","5012",2256,77,328,56,1
55,"male","2545",2184,65,288,98,2
77,"female","9721",1951,131,212,62,1
51,"male","3511",2384,64,186,116,7
29,"female","5632",2429,190,343,51,1
40,"male","2545",2653,174,439,59,3
59,"male","5646",2257,90,427,20,5
70,"female","1825",1827,192,204,28,6
78,"male","9721",2226,147,80,105,5
64,"male","3515",2080,177,255,47,1
36,"male","3035",2611,87,375,68,2
35,"female","1023",2263,220,253,21,3
40,"female","3515",2180,116,378,28,3
39,"male","3024",2653,199,438,20,2
58,"male","6535",1822,78,245,36,2
44,"other","4822",2003,55,344,20,3
81,"male","6535",1985,203,293,20,3
84,"female","8912",1696,67,237,84,5
79,"male","5616",1915,41,231,98,2
29,"female","2545",1937,71,299,31,4
39,"male","5022",2497,220,302,33,8
68,"male","8912",2268,92,375,20,3
89,"other","4825",1626,40,290,61,2
22,"female","3023",2270,133,234,95,2
86,"female","2014",1416,77,97,126,7
72,"female","1028",1504,30,270,52,5
88,"female","2517",1723,74,315,25,2
26,"other","3026",2298,76,457,20,4
38,"male","3511",2271,60,331,84,0
49,"male","5622",2126,102,323,67,3
80,"male","1028",2330,161,251,111,4
30,"male","1823",1892,146,313,20,3
81,"male","3514",2056,90,322,66,6
28,"female","6221",2309,77,365,82,4
53,"female","9731",1643,57,168,55,3
42,"female","9735",1985,185,180,47,2
54,"male","2517",2512,135,342,27,6
35,"female","1023",2263,112,460,20,9
21,"male","3026",1945,64,330,23,4
24,"male","3023",2719,220,212,54,1
41,"other","6211",2385,41,382,56,5
36,"male","1023",2341,138,375,24,1
59,"female","1031",1865,30,296,62,0
20,"male","1825",1993,152,268,34,3
32,"female","1035",2412,123,385,60,3
56,"female","3548",1733,47,321,26,6
39,"male","4825",2508,220,207,49,2
55,"female","8927",2008,81,301,31,5
20,"male","5621",1808,61,286,28,3
69,"female","6216",1643,30,244,94,1
44,"female","4817",1995,55,295,51,2
75,"male","6514",1752,113,178,55,6
70,"female","5022",1873,190,216,20,3
82,"male","1028",1691,76,94,116,3
79,"female","6535",1650,64,254,69,3
67,"female","5622",2069,220,236,23,5
78,"female","9721",1634,68,122,78,5
47,"female","2517",2451,41,490,20,9
76,"female","3023",1776,124,223,39,3
64,"female","5025",1660,53,321,27,1
54,"female","6211",1583,30,240,47,3
57,"male","2517",2063,142,335,20,10
69,"male","8912",2491,220,138,73,1
80,"female","3515",1200,103,290,34,4
33,"male","3542",2428,149,376,34,1
19,"male","9721",2630,220,154,103,3
76,"male","4811",2292,210,257,38,1
49,"male","3534",2369,220,206,28,4
26,"male","9721",2404,148,80,150,1
59,"male","3515",1976,184,334,20,2
21,"male","5646",2337,220,212,55,2
60,"male","8921",2085,198,265,44,2
27,"male","9711",2512,218,118,83,5
82,"female","1825",1800,84,237,57,3
37,"male","9735",2143,220,126,69,0
54,"female","8912",2106,204,381,20,5
31,"female","3548",2037,160,221,23,3
29,"female","1035",2436,153,370,80,0
50,"female","1813",1958,131,352,20,5
69,"female","3515",1865,41,207,108,4
51,"female","1823",1884,83,378,20,6
62,"male","1823",1817,146,220,20,7
88,"female","1028",1819,37,182,103,8
81,"other","2545",1906,131,337,33,4
81,"male","1035",2271,158,281,38,4
82,"male","4811",2118,137,297,75,2
82,"female","8927",2335,118,341,70,7
55,"male","2545",2184,113,342,78,7
76,"male","6224",2113,149,291,40,5
48,"female","1028",1877,34,401,40,7
21,"male","2014",2479,151,410,27,5
52,"female","3023",1804,80,321,23,1
74,"female","5014",1921,118,326,20,8
29,"male","1028",1411,51,245,43,1
29,"female","1825",2414,74,448,20,5
72,"male","9712",1993,220,190,38,0
50,"male","5634",1847,30,354,36,4
87,"other","6221",1660,89,281,22,5
61,"female","5022",2229,84,481,20,5
19,"male","3026",2461,137,447,45,7
75,"female","3515",1939,41,307,57,7
21,"female","5033",2459,151,354,71,3
50,"male","4811",2004,92,262,123,0
65,"female","1825",1811,192,261,31,3
64,"female","1035",2133,211,264,61,6
57,"female","5632",2037,85,346,48,1
55,"female","1028",1733,77,291,28,1
19,"male","5012",1998,110,333,26,4
68,"female","3035",2069,87,404,20,7
63,"male","9712",2415,141,228,84,1
81,"male","3035",2130,88,311,58,4
48,"female","2014",2192,67,341,43,3
54,"male","3035",2228,100,374,60,7
46,"female","5634",2207,73,409,24,2
59,"male","5033",2546,58,372,88,3
87,"male","6211",2053,130,200,72,4
71,"other","3511",2072,64,358,53,5
86,"female","3511",1928,30,434,44,5
59,"male","5644",2086,128,209,80,2
80,"male","9721",2226,30,476,40,3
36,"male","3041",2297,220,169,57,7
59,"male","1031",1971,132,302,28,2
83,"male","6224",2201,73,319,78,3
42,"female","5033",2153,56,303,92,3
55,"female","9731",1440,38,240,28,3
38,"female","5045",2467,220,194,62,7
59,"male","3542",2178,31,406,43,0
82,"female","5014",1928,30,402,20,4
86,"female","5621",1800,96,206,51,2
73,"female","4811",2662,102,420,50,6
77,"male","1028",1962,120,212,83,0
65,"male","3515",2232,97,449,20,3
41,"male","3515",2480,150,429,34,4
52,"female","3531",1807,94,183,58,3
72,"male","3534",1723,43,191,93,4
75,"male","6514",1777,80,352,20,6
63,"female","2014",2151,220,150,49,4
81,"male","5646",2213,30,363,54,4
74,"female","1046",1774,80,179,103,5
61,"female","3024",2025,82,265,71,3
55,"female","3026",1526,148,169,67,7
62,"male","1823",1815,122,375,20,5
21,"male","5033",2176,57,315,96,4
88,"male","3023",2139,76,251,103,2
24,"male","5022",2219,126,359,25,4
85,"female","1028",1408,72,147,53,1
30,"male","4811",2486,84,519,34,7
39,"male","3542",1915,120,263,49,2
26,"female","5622",2365,30,480,55,2
55,"male","1036",2522,220,286,61,4
76,"female","6216",1644,128,204,29,4
31,"male","4811",2243,88,390,29,7
71,"female","5022",1632,164,217,20,3
87,"male","5616",2352,119,334,65,3
29,"female","8921",2889,88,385,119,3
43,"female","5644",1940,88,242,84,1
48,"female","5025",1473,57,363,22,3
52,"female","3511",2281,30,227,98,7
57,"male","1033",2435,57,506,47,4
83,"male","1813",1882,44,302,42,9
42,"male","5616",2174,90,215,89,4
76,"male","3035",2187,143,281,46,4
36,"female","1023",2174,220,237,32,2
45,"female","6535",1642,48,302,20,3
61,"female","3024",2214,130,317,38,2
60,"male","3548",2086,86,359,28,7
56,"female","4817",2340,82,426,25,4
80,"female","8921",2229,51,344,52,2
19,"male","5644",1905,74,176,146,2
70,"male","6221",1723,30,350,43,4
36,"male","5634",2678,220,195,42,4
82,"female","3511",1921,70,304,23,2
63,"male","5622",2090,212,308,21,2
65,"male","1825",2165,63,392,47,5
87,"female","5634",2176,69,370,76,4
42,"female","5612",2153,38,485,29,3
32,"male","6216",2208,57,256,107,3
28,"female","3531",2416,127,183,103,4
54,"male","4817",2221,51,323,84,1
69,"male","9728",2568,137,491,28,6
22,"female","4817",2439,30,230,180,1
59,"female","1031",1823,30,383,47,0
73,"male","5045",2010,78,391,20,5
64,"female","8921",1844,158,215,52,3
32,"male","5612",2398,165,160,109,1
47,"male","5622",2553,39,398,91,4
59,"male","3023",2306,30,462,44,2
29,"female","1825",1974,106,255,66,5
33,"female","9721",2147,35,327,96,4
41,"male","8927",2423,135,393,48,3
65,"other","1823",1831,77,418,20,6
28,"female","5634",1903,101,320,28,0
79,"female","1028",1642,77,203,62,1
88,"female","5045",2368,85,429,37,4
79,"female","1036",2296,140,357,20,4
26,"male","1036",2374,55,154,180,1
60,"female","3511",2057,172,279,34,3
27,"female","1028",1879,175,176,69,2
35,"female","3515",2052,197,275,20,7
54,"male","5045",2239,220,291,27,5
53,"female","8927",2008,44,346,48,6
75,"male","5616",2511,219,301,20,4
35,"male","3516",2065,48,227,98,5
22,"male","3511",2601,90,439,85,1
18,"female","1028",2183,80,239,85,2
31,"male","4811",2552,220,253,39,2
47,"male","5622",2457,192,348,42,2
79,"female","8921",2229,52,214,121,2
29,"male","1028",1968,72,242,89,3
30,"male","5022",2387,220,268,49,7
40,"other","5646",2223,173,416,20,2
51,"male","1031",2095,88,486,20,2
33,"female","4811",2242,182,216,76,4
22,"male","6514",2571,53,484,48,1
56,"male","3534",2296,207,270,34,5
76,"male","4811",1952,30,330,23,4
80,"male","8921",2368,220,242,93,4
71,"female","5022",1632,155,214,20,3
67,"female","3024",1908,165,172,34,6
59,"female","9721",2023,35,332,44,4
55,"male","8912",2063,220,275,20,4
59,"male","2517",2234,220,263,20,4
46,"male","6535",1745,183,248,20,4
46,"female","5632",2153,62,297,81,5
36,"female","1023",2052,72,416,20,0
71,"female","2014",2495,54,474,29,2
49,"male","4822",1947,30,136,121,4
80,"female","3514",1485,30,356,22,6
23,"other","3041",1713,105,218,51,3
53,"female","3542",2177,69,464,20,3
30,"female","3024",2211,151,316,20,4
37,"male","5033",2400,82,356,93,5
58,"male","9711",1833,220,116,68,6
28,"male","5632",2514,220,221,62,3
50,"other","4822",1997,88,176,93,0
23,"female","1036",2028,77,353,43,3
33,"female","8912",2627,206,330,49,4
51,"female","3024",2019,30,402,24,5
34,"male","8921",2459,45,352,93,3
42,"male","5616",2402,30,438,45,4
62,"male","1035",2413,118,319,63,3
21,"female","8927",2889,111,410,60,2
27,"male","3548",1889,46,387,20,4
18,"male","5045",2387,165,369,60,4
75,"female","1028",1508,62,155,53,2
42,"female","2545",1995,132,317,24,5
55,"female","9731",1598,69,183,20,3
35,"male","5022",2459,168,329,39,10
80,"female","3515",1889,85,322,20,6
72,"other","3531",1978,39,383,20,3
89,"female","5022",2087,82,414,20,10
85,"female","2517",1416,113,213,46,5
86,"female","5634",1891,79,324,24,2
26,"female","3511",1770,61,250,63,3
42,"female","5033",1935,88,229,84,1
89,"male","4817",1833,50,237,74,3
29,"other","3542",1866,97,279,42,2
54,"male","5045",2343,92,466,28,6
53,"female","3026",1440,38,154,62,9
39,"male","2014",1957,53,351,25,4
32,"male","4825",2704,89,410,20,2
61,"male","3534",2315,92,370,67,1
18,"other","3534",1852,59,311,45,6
18,"male","5045",2263,111,392,32,5
89,"male","6216",1932,60,214,97,1
39,"male","3511",1942,210,142,67,3
32,"female","1033",1858,175,236,23,1
79,"female","8921",2097,88,304,70,4
42,"male","6224",2293,30,411,45,2
18,"male","4825",1756,30,359,25,1
85,"male","6221",2526,204,388,33,5
81,"female","3041",2181,69,258,125,1
66,"male","2545",2162,137,278,71,3
51,"male","3514",2451,164,239,62,1
56,"male","8921",2796,98,385,131,2
38,"male","6224",1994,160,251,52,2
25,"male","4816",2152,220,237,25,6
62,"female","3531",2073,72,184,90,4
63,"male","3026",1756,113,241,60,4
87,"female","3534",1836,79,106,116,6
53,"female","1035",2208,220,154,60,3
58,"female","6535",1379,58,273,20,6
71,"female","2517",2001,146,335,20,5
77,"male","1028",1903,150,236,62,3
54,"male","9731",1964,220,151,20,5
79,"male","5616",2484,219,290,20,3
27,"male","1813",1927,138,194,64,2
87,"male","1046",1591,149,169,31,4
29,"female","5022",2071,108,196,101,4
75,"female","9731",1392,51,256,26,10
71,"male","3516",1984,84,188,112,2
23,"male","3511",2315,90,237,116,0
22,"male","4817",2720,220,195,66,4
38,"male","9712",2072,51,186,177,2
25,"other","5632",2429,220,80,134,7
85,"female","3026",1524,132,174,39,6
63,"male","1825",1952,74,280,66,3
27,"male","9712",2330,75,379,41,2
56,"female","1036",2106,76,225,111,4
38,"female","3516",1629,185,105,45,2
72,"male","1036",2386,55,431,20,3
51,"female","2545",1957,66,349,68,5
82,"male","4825",2667,150,470,35,6
88,"male","4817",1591,65,258,46,3
74,"female","1825",1939,39,252,87,1
39,"female","4825",2112,220,213,20,2
33,"female","6224",2084,64,376,34,3
42,"male","3023",2344,69,439,37,1
27,"male","9712",2315,208,245,93,2
57,"female","5632",1645,98,274,20,3
22,"female","3023",1894,161,94,106,3
64,"female","3515",1947,41,231,108,5
20,"male","1023",1927,46,369,33,3
58,"male","4822",2132,30,334,86,1
21,"male","1035",2390,38,314,100,3
87,"male","2014",1810,52,182,77,7
81,"male","3515",1953,56,282,66,9
64,"female","5025",1417,43,297,20,4
54,"male","3035",2020,41,412,23,5
62,"male","5025",2094,180,333,20,3
56,"male","1046",2453,71,392,54,3
55,"male","9728",2796,220,332,20,3
49,"male","5622",2748,157,347,42,1
28,"female","9735",2030,201,94,61,3
84,"female","4822",1408,41,96,85,2
24,"female","1031",2180,127,207,92,2
40,"other","6211",2385,30,255,149,8
60,"male","3548",2119,176,249,35,10
28,"male","5045",2185,216,268,61,4
19,"female","5014",2712,87,571,75,2
64,"female","3035",2232,132,409,20,4
57,"female","4822",2020,86,173,105,1
80,"female","5621",2223,56,310,81,9
70,"male","3026",1945,141,262,20,6
84,"female","5632",2249,86,402,20,3
51,"female","3516",1965,174,272,45,3
43,"male","3534",2494,36,371,102,3
62,"male","1035",2413,118,358,43,3
25,"male","5622",2572,68,485,20,5
44,"female","1823",1791,30,441,20,3
88,"male","3023",1953,30,376,93,8
79,"male","6211",2199,162,318,20,5
57,"male","5612",2687,148,571,20,4
32,"female","5622",2428,113,393,20,7
69,"female","1825",1412,64,243,33,4
28,"female","9735",2167,57,296,85,2
80,"female","5646",1734,119,251,48,4
84,"male","9712",1986,203,170,66,3
53,"male","1813",2217,100,381,28,6
31,"female","5025",2043,110,348,20,2
65,"male","9731",2094,81,167,91,1
89,"male","3515",1932,58,223,114,5
79,"male","5033",2381,68,219,116,2
27,"female","1028",2026,175,272,34,4
25,"male","1028",1934,30,401,40,4
28,"male","3515",1860,30,428,20,7
70,"male","1823",1815,96,326,20,4
85,"female","6211",1868,32,419,24,6
36,"female","6535",1634,74,247,24,1
47,"male","3035",2226,173,385,20,5
35,"female","3542",1809,115,178,95,2
82,"male","6224",1603,78,228,38,4
43,"male","6211",2216,35,382,67,3
85,"female","4817",1752,96,213,51,3
