age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
42.0,male,8912.0,2344,131,289,52,2
28.0,male,6220.0,2326,220,279,28,5
38.0,female,5022.0,1471,82,230,28,5
49.0,female,5622.0,1956,220,214,29,2
28.0,female,5013.0,2285,193,364,20,3
29.0,female,9731.0,1736,83,246,55,0
60.0,male,8919.0,2085,198,279,44,4
80.0,male,6210.0,1930,130,212,36,5
28.0,male,9731.0,2357,94,245,100,3
23.0,male,4822.0,1864,74,275,52,1
30.0,female,5611.0,2040,30,474,20,5
58.0,male,4816.0,2478,82,439,20,4
38.0,male,4814.0,2942,220,391,20,1
50.0,female,6223.0,2114,123,433,20,7
21.0,other,3026.0,2366,79,503,20,4
86.0,female,2012.0,1859,92,346,20,6
24.0,male,8921.0,2550,89,380,106,1
91.0,male,4825.0,2524,30,491,20,6
77.0,male,6223.0,1761,220,189,37,4
28.0,female,5614.0,1886,201,222,20,2
22.0,female,5033.0,2322,54,369,57,3
18.0,female,9728.0,2097,51,345,41,3
64.0,female,5612.0,1423,79,190,37,6
61.0,female,6224.0,1811,220,183,27,6
71.0,female,1029.0,2099,200,229,54,1
77.0,female,1026.0,2189,149,228,112,1
59.0,male,9721.0,2383,107,205,142,3
78.0,male,9729.0,2276,76,378,56,4
77.0,male,1029.0,2084,47,318,82,3
26.0,male,1038.0,2314,55,222,180,2
62.0,other,9709.0,1908,90,123,106,4
79.0,male,3547.0,1823,76,216,60,2
56.0,female,4816.0,1928,30,221,89,6
43.0,female,4825.0,2212,42,297,93,1
55.0,male,5047.0,2239,63,448,55,5
88.0,female,3023.0,2290,67,264,110,9
89.0,female,5012.0,1604,95,262,52,3
43.0,male,1031.0,2394,56,207,173,3
80.0,male,2545.0,2340,220,205,85,4
45.0,female,5634.0,1991,174,209,58,1
88.0,female,5647.0,1986,139,220,28,7
33.0,female,1035.0,2510,126,474,20,3
59.0,female,3515.0,2027,218,275,20,7
58.0,female,4821.0,1775,188,180,29,2
62.0,female,5615.0,2219,113,338,39,7
17.0,female,3514.0,2436,153,375,20,3
58.0,female,4822.0,1542,30,196,91,1
40.0,female,1813.0,2443,153,390,31,5
53.0,male,2013.0,1833,67,184,85,5
61.0,female,4810.0,2410,220,217,37,9
53.0,female,5632.0,1979,139,354,20,3
41.0,female,9726.0,1803,146,217,39,4
23.0,male,9713.0,2647,67,551,32,3
41.0,male,3022.0,2344,51,120,180,2
48.0,male,6535.0,1806,220,80,63,1
23.0,male,1827.0,1993,108,306,42,5
26.0,male,3025.0,2435,66,444,21,3
60.0,male,3540.0,2178,220,150,29,2
73.0,female,5615.0,2004,47,358,21,3
35.0,female,3517.0,2157,220,275,57,3
70.0,female,3516.0,1626,78,258,39,2
34.0,female,3547.0,2037,217,212,52,4
67.0,female,6224.0,1998,74,392,21,7
81.0,female,1033.0,2297,220,198,20,1
31.0,female,1034.0,2224,207,276,42,0
30.0,female,8915.0,2168,93,347,26,5
29.0,female,4822.0,1908,185,180,71,0
51.0,female,6225.0,1501,166,195,20,3
72.0,female,3511.0,1873,113,196,82,4
24.0,female,5020.0,2031,30,474,20,4
29.0,female,9728.0,2541,220,345,20,4
79.0,female,1027.0,1398,72,163,70,4
71.0,female,3549.0,2181,135,250,68,2
37.0,female,2013.0,2302,166,380,22,3
75.0,female,4814.0,2382,147,311,50,6
62.0,male,9736.0,2272,130,163,130,3
47.0,female,9728.0,2192,191,389,20,10
27.0,female,6513.0,2191,220,161,49,3
29.0,female,1826.0,2042,48,333,66,3
86.0,female,1822.0,1949,154,272,33,4
42.0,female,8913.0,1657,30,347,32,3
59.0,male,5624.0,2617,220,268,61,3
75.0,male,1024.0,2397,154,262,131,4
45.0,female,8911.0,1757,59,258,78,2
57.0,male,9728.0,1489,146,146,43,2
61.0,female,8921.0,2053,49,343,43,6
67.0,male,5022.0,2415,45,478,20,6
79.0,female,3544.0,1597,30,323,36,7
67.0,female,6217.0,1827,220,110,41,4
44.0,male,8912.0,2170,220,157,42,2
82.0,female,6539.0,1809,204,158,53,9
75.0,male,1048.0,1888,122,161,98,4
71.0,female,4822.0,1425,36,236,47,2
65.0,male,5632.0,2196,220,176,76,5
50.0,female,1034.0,1411,76,195,38,4
61.0,male,5632.0,2133,194,272,20,4
56.0,male,3026.0,1568,99,157,75,7
57.0,male,6537.0,1983,220,234,20,0
71.0,female,1031.0,2189,147,213,92,1
19.0,female,9718.0,2269,83,322,55,2
71.0,female,4818.0,2238,220,291,20,10
38.0,female,3515.0,2180,30,394,29,1
81.0,male,1033.0,2303,220,311,26,4
29.0,female,5631.0,2350,191,257,82,1
73.0,female,5611.0,2045,38,473,24,5
33.0,male,6513.0,1998,220,126,21,5
39.0,male,3023.0,1922,203,183,71,4
88.0,male,1824.0,2078,190,195,39,5
52.0,male,8919.0,2364,45,352,53,2
82.0,female,4821.0,2150,154,398,20,5
68.0,male,9726.0,2592,220,301,20,3
41.0,male,1036.0,2448,63,289,129,7
50.0,female,6219.0,1943,143,288,33,3
73.0,female,3514.0,1480,62,294,20,5
82.0,female,1825.0,1769,214,189,20,4
55.0,female,1028.0,2160,46,291,93,4
74.0,male,1046.0,1775,140,242,62,1
69.0,male,6225.0,2592,35,467,29,3
30.0,male,2016.0,2435,220,286,20,3
46.0,male,2015.0,1833,100,283,28,0
59.0,male,5022.0,2415,74,473,20,8
88.0,male,1820.0,1772,84,203,44,8
84.0,female,3536.0,1877,148,185,38,8
61.0,male,5630.0,1950,174,254,29,10
30.0,female,2014.0,2352,30,308,87,1
18.0,female,3511.0,2436,81,304,80,0
75.0,male,1037.0,2397,30,289,110,4
37.0,female,1032.0,2157,186,116,78,3
82.0,female,1036.0,2338,121,281,57,6
84.0,female,1821.0,1543,69,215,33,6
40.0,male,1035.0,2400,220,217,24,2
33.0,female,1032.0,2157,125,278,57,1
28.0,female,4826.0,2231,47,448,47,3
38.0,male,4816.0,2257,139,362,38,3
36.0,female,1030.0,2180,48,306,81,3
69.0,male,2517.0,2013,96,286,20,9
69.0,female,1025.0,1504,102,141,45,3
73.0,female,6216.0,1643,31,290,52,5
45.0,female,8928.0,2066,220,202,21,3
80.0,male,4826.0,2269,206,272,20,1
79.0,other,5012.0,2330,130,273,64,1
42.0,male,3041.0,1999,201,234,26,3
33.0,female,1031.0,2180,48,359,32,3
35.0,male,1826.0,2297,220,198,20,1
39.0,male,8911.0,2161,212,238,20,1
54.0,male,6215.0,2137,88,282,60,2
86.0,female,8913.0,1763,195,135,52,2
23.0,other,3025.0,1945,126,348,20,1
60.0,female,3022.0,1908,89,322,40,4
60.0,male,5632.0,2188,140,232,75,3
77.0,female,5033.0,2006,47,386,28,3
42.0,male,3515.0,2252,73,435,20,2
39.0,male,2014.0,2201,67,401,55,4
34.0,male,3028.0,1696,182,209,32,1
35.0,female,3548.0,2314,218,342,20,4
81.0,female,3020.0,1830,85,238,63,1
27.0,female,9712.0,2082,108,246,82,2
88.0,male,1825.0,1962,104,216,79,6
80.0,female,4827.0,1695,30,145,93,2
73.0,male,6211.0,2088,32,255,90,3
42.0,male,3043.0,2325,183,261,78,4
42.0,female,5622.0,1285,51,112,82,4
36.0,male,4818.0,2755,206,428,20,3
39.0,male,3024.0,2080,87,353,25,2
86.0,female,3541.0,1808,90,230,51,7
20.0,female,3025.0,2105,50,427,20,2
62.0,female,5644.0,2034,84,281,72,3
83.0,female,8910.0,1426,37,112,89,5
21.0,male,9711.0,2601,102,378,88,4
53.0,male,3034.0,1898,53,359,20,2
72.0,male,5625.0,2482,220,281,20,8
21.0,female,1031.0,2431,30,114,176,2
18.0,female,1028.0,1664,63,236,49,4
55.0,male,1821.0,2118,180,319,20,0
31.0,female,3543.0,1895,126,330,28,2
27.0,female,6535.0,1902,45,317,41,3
26.0,male,1033.0,2004,89,342,41,6
81.0,female,3544.0,1664,69,281,41,6
25.0,female,4811.0,2340,80,268,113,4
26.0,male,6219.0,2282,220,279,60,4
89.0,female,5013.0,1631,125,299,20,8
62.0,male,5631.0,2324,220,176,41,4
46.0,male,3515.0,2346,173,393,21,4
26.0,male,4812.0,2458,137,473,25,3
68.0,female,2517.0,1911,37,392,20,2
56.0,female,8920.0,2348,148,141,152,3
30.0,male,3024.0,2492,151,382,20,4
81.0,male,1030.0,2156,124,223,95,1
62.0,female,1034.0,2234,116,286,59,1
40.0,female,9729.0,1651,111,132,68,3
58.0,female,6209.0,2130,109,342,34,7
86.0,female,5621.0,1603,85,83,80,1
84.0,female,9721.0,1763,168,95,76,3
58.0,female,2544.0,2319,59,376,56,1
27.0,female,3541.0,2250,106,427,28,1
40.0,female,1023.0,2052,127,320,20,3
55.0,female,1030.0,2384,123,273,57,1
74.0,female,8926.0,2275,204,283,20,4
40.0,female,5622.0,2754,166,347,35,4
26.0,male,4816.0,2687,220,438,20,5
23.0,female,1036.0,2108,220,188,38,4
63.0,female,5024.0,1682,53,326,22,2
42.0,male,5635.0,2087,199,209,55,1
62.0,male,8928.0,2464,185,363,29,3
21.0,male,1827.0,1993,76,325,79,2
81.0,male,6211.0,2068,130,228,67,4
92.0,male,5645.0,2089,77,285,54,4
39.0,male,3024.0,2003,30,430,20,3
37.0,male,8926.0,2572,220,301,30,6
33.0,female,5011.0,2266,85,292,43,1
59.0,female,2016.0,2129,220,176,39,5
80.0,female,6533.0,1804,54,223,75,6
70.0,male,4813.0,1837,106,232,89,4
74.0,female,5620.0,2004,30,410,23,3
88.0,female,4818.0,2368,119,297,65,6
37.0,female,1813.0,2452,139,390,52,6
17.0,female,3027.0,2218,51,481,20,3
87.0,male,3027.0,2028,33,405,28,2
92.0,male,8927.0,2330,196,309,20,3
64.0,female,5033.0,1571,173,102,61,0
21.0,female,3037.0,2380,115,343,49,5
27.0,female,9710.0,1257,82,248,43,2
37.0,female,3534.0,2270,130,344,62,3
39.0,female,3024.0,2302,210,268,61,2
88.0,male,4818.0,1988,158,247,61,3
24.0,male,1817.0,1925,108,257,66,4
58.0,male,1030.0,2657,220,235,20,2
88.0,male,2517.0,2174,182,309,30,1
77.0,male,1050.0,2166,40,255,116,2
70.0,male,5622.0,2058,30,387,47,5
27.0,male,3549.0,2165,160,221,31,1
20.0,female,3034.0,2653,207,379,38,4
65.0,male,9734.0,1870,47,405,20,6
33.0,male,3515.0,1915,58,272,80,4
72.0,female,1039.0,1961,80,242,84,4
34.0,female,1826.0,1822,196,290,64,4
19.0,other,1033.0,1852,73,270,33,3
78.0,male,3517.0,1791,203,195,20,3
61.0,female,2543.0,2105,166,344,23,3
64.0,male,4820.0,2286,143,357,29,4
52.0,male,1037.0,2609,220,334,38,6
38.0,female,3023.0,2181,120,358,20,4
75.0,male,4813.0,2152,131,355,49,7
79.0,female,4811.0,1800,84,366,20,3
73.0,other,5615.0,2280,30,443,54,4
66.0,female,3517.0,1905,220,151,56,4
75.0,female,6224.0,1754,30,304,40,4
28.0,female,5631.0,2416,220,129,45,5
87.0,male,9728.0,2178,38,299,89,0
44.0,male,5614.0,1979,57,295,42,3
21.0,female,5646.0,2269,111,460,20,9
28.0,male,1047.0,2559,220,232,62,1
70.0,female,5020.0,2391,78,503,20,8
33.0,male,6212.0,2156,105,308,51,1
23.0,male,5022.0,2314,220,310,39,10
64.0,female,1043.0,1994,124,202,62,5
34.0,male,5025.0,1862,126,258,21,1
48.0,female,6221.0,2093,45,351,39,2
23.0,male,3511.0,2753,90,430,85,0
37.0,male,9722.0,2474,69,316,91,3
24.0,male,5620.0,2324,30,327,104,3
40.0,female,5622.0,2525,47,370,76,5
33.0,male,1022.0,2037,133,339,20,3
64.0,other,6212.0,2554,107,421,44,3
21.0,female,5036.0,1827,41,311,39,7
25.0,male,2519.0,2374,220,167,20,4
40.0,female,9721.0,2223,35,360,73,4
57.0,male,3514.0,1971,88,188,110,3
67.0,female,8921.0,1940,158,299,31,2
22.0,male,6208.0,2156,188,286,61,1
28.0,female,1044.0,2214,95,362,20,5
18.0,female,3040.0,1748,203,223,20,3
82.0,female,1823.0,1800,47,392,20,2
38.0,male,5634.0,2678,220,195,42,5
79.0,female,5015.0,1822,85,359,20,3
79.0,male,5618.0,1935,88,281,45,4
38.0,female,9733.0,2308,136,234,84,3
82.0,female,1036.0,2036,220,118,92,6
79.0,female,5022.0,2280,172,393,20,0
71.0,female,1036.0,2067,88,208,121,2
65.0,female,5617.0,1905,102,258,58,2
61.0,male,1046.0,1843,61,317,22,1
85.0,male,2015.0,2269,206,171,102,3
75.0,male,1031.0,2042,114,217,72,6
83.0,male,4812.0,2667,132,498,28,5
55.0,female,1022.0,2269,32,481,37,3
77.0,male,5038.0,2213,51,453,52,4
64.0,male,5025.0,2094,195,270,20,3
46.0,female,1822.0,1791,96,326,32,6
81.0,male,6227.0,1603,120,303,24,2
23.0,female,4812.0,2412,134,369,39,2
74.0,other,5011.0,1759,110,267,58,3
44.0,female,9727.0,2155,76,325,97,3
31.0,female,3513.0,1948,30,351,76,4
84.0,male,1026.0,1868,74,146,115,5
29.0,male,8914.0,2236,77,448,25,1
50.0,male,3045.0,2411,53,379,48,3
41.0,male,5035.0,2431,34,436,104,1
82.0,male,3024.0,2554,207,311,33,1
39.0,male,8912.0,2413,220,196,61,2
20.0,female,3031.0,2653,209,242,94,0
58.0,female,5032.0,1853,152,185,62,2
46.0,female,1825.0,2151,220,216,20,2
81.0,male,1044.0,2615,30,521,30,4
61.0,female,3024.0,2002,146,80,61,6
48.0,other,5614.0,2011,134,333,20,4
88.0,male,4822.0,2524,207,407,27,1
24.0,male,1026.0,2398,44,324,75,5
80.0,female,5642.0,2116,31,476,20,3
58.0,female,9730.0,2178,157,287,48,5
26.0,female,2013.0,2266,68,438,53,4
17.0,female,3512.0,2712,90,151,146,0
38.0,female,1826.0,1965,45,338,21,3
62.0,female,1035.0,2398,163,409,20,2
71.0,female,5621.0,1525,99,163,59,1
45.0,female,3515.0,2467,115,374,51,3
86.0,female,1027.0,2235,102,477,20,4
68.0,male,1815.0,1957,220,258,38,1
24.0,male,6222.0,2152,142,221,88,4
70.0,female,5621.0,1505,118,202,46,6
63.0,female,5012.0,1764,184,276,20,4
83.0,female,6533.0,1524,69,231,38,6
72.0,male,5623.0,2058,106,397,27,5
26.0,male,9714.0,2720,220,420,54,4
39.0,female,5622.0,2426,220,372,20,5
80.0,female,3513.0,1889,220,275,20,3
73.0,male,1023.0,2386,98,397,20,6
84.0,male,5021.0,2547,220,302,33,8
22.0,female,5032.0,2433,151,222,96,2
70.0,female,1823.0,1535,215,195,20,3
64.0,female,5023.0,1660,32,336,36,1
54.0,male,1027.0,1789,55,161,103,4
75.0,female,9732.0,2124,95,393,42,5
30.0,male,3027.0,1696,182,222,22,2
81.0,female,4811.0,1955,158,162,60,0
66.0,male,1048.0,1888,122,220,82,4
81.0,male,4817.0,1995,64,268,80,0
36.0,female,5014.0,2285,167,285,20,4
68.0,female,8912.0,1502,35,240,66,4
30.0,male,1033.0,2042,107,346,20,6
87.0,other,3511.0,1801,137,133,106,7
47.0,female,5025.0,1893,145,288,20,5
26.0,female,5634.0,1913,120,223,78,2
66.0,male,6513.0,1945,115,256,85,2
87.0,female,3021.0,2142,131,282,67,3
29.0,female,5013.0,2176,161,385,20,3
71.0,female,4818.0,2026,57,268,83,4
79.0,female,5026.0,1789,167,298,20,3
75.0,male,3025.0,2157,53,476,22,4
46.0,female,5617.0,2163,107,359,40,4
74.0,male,4820.0,2042,64,274,83,1
46.0,male,2014.0,2062,154,273,36,2
42.0,male,3514.0,2256,97,426,20,4
61.0,female,6534.0,1685,183,248,20,3
63.0,male,3023.0,1639,99,263,23,10
46.0,female,3026.0,1791,108,332,20,7
21.0,male,5036.0,2200,70,278,77,4
91.0,other,6514.0,2209,184,321,20,3
43.0,male,5022.0,2338,220,279,20,2
60.0,female,5620.0,2133,220,260,31,1
73.0,female,6217.0,1663,31,296,47,2
49.0,female,3514.0,2064,220,305,20,4
58.0,male,3531.0,1951,109,333,49,6
82.0,male,5623.0,2056,106,351,20,6
51.0,male,5616.0,1939,173,282,20,4
62.0,female,9712.0,2279,129,414,20,1
48.0,other,4821.0,2087,59,123,145,4
71.0,male,1032.0,1837,44,317,33,3
20.0,male,9725.0,2449,190,213,85,2
54.0,female,3549.0,2384,54,486,24,2
23.0,female,1047.0,2038,30,362,55,2
64.0,male,4806.0,2272,220,237,25,1
44.0,female,4816.0,2479,220,311,20,6
43.0,male,6222.0,2548,110,436,39,4
45.0,other,6224.0,2003,57,418,21,2
28.0,female,5622.0,2428,30,522,20,8
24.0,male,6220.0,2458,220,193,22,1
19.0,male,5612.0,2582,152,436,28,3
67.0,female,3034.0,2029,63,332,93,6
68.0,male,1811.0,2042,58,311,79,2
35.0,female,5022.0,2622,168,420,20,2
73.0,female,3516.0,1950,30,379,36,7
80.0,female,3514.0,1626,220,121,54,4
70.0,female,1825.0,1743,104,246,60,2
51.0,female,2547.0,2000,109,353,29,4
89.0,female,3534.0,1877,126,216,52,5
28.0,male,1823.0,2305,123,424,20,6
59.0,male,8919.0,2355,65,186,133,2
25.0,male,1033.0,2004,39,308,71,2
64.0,male,5025.0,2415,53,560,20,2
84.0,female,4807.0,1877,60,324,24,4
51.0,female,3515.0,2222,68,297,78,7
28.0,female,5033.0,2350,54,341,96,1
33.0,female,3517.0,2149,119,163,83,0
61.0,female,6516.0,1785,69,413,20,3
36.0,female,1815.0,2388,84,391,30,5
54.0,other,6211.0,1992,156,304,20,4
43.0,female,9730.0,2130,41,485,20,0
68.0,male,9730.0,1721,52,257,59,3
78.0,male,2546.0,2071,131,317,37,3
38.0,female,5025.0,2071,117,256,54,1
17.0,female,9721.0,2386,83,241,145,0
47.0,male,5623.0,2433,192,351,49,4
36.0,female,8912.0,2541,194,297,34,5
52.0,male,1028.0,2114,90,298,78,1
24.0,female,1025.0,2266,218,263,55,6
27.0,male,3023.0,1945,45,372,21,2
48.0,female,3548.0,1935,120,330,36,5
79.0,male,9710.0,2746,60,403,60,4
58.0,male,1813.0,2085,87,352,20,5
46.0,male,3023.0,2282,66,286,98,1
58.0,female,1027.0,1733,66,268,33,3
19.0,female,5033.0,1964,30,252,81,3
46.0,male,5611.0,2126,41,474,26,4
58.0,female,4825.0,1435,57,191,70,2
47.0,male,1037.0,2151,220,126,68,4
28.0,female,3534.0,2352,30,351,58,4
61.0,male,3532.0,2160,75,336,55,0
84.0,female,8911.0,1634,45,180,68,7
33.0,male,8921.0,2771,167,249,29,1
27.0,female,3040.0,2250,97,234,100,1
20.0,male,1029.0,1903,108,201,80,1
74.0,male,1032.0,2432,120,502,20,5
75.0,female,9731.0,1504,69,200,20,7
51.0,male,5046.0,2571,217,279,20,1
39.0,female,5045.0,2086,85,351,35,1
37.0,male,3515.0,2609,89,454,81,0
57.0,male,2014.0,1883,56,366,21,1
70.0,male,1041.0,2062,88,410,20,3
88.0,female,2516.0,1763,84,315,20,1
60.0,female,9710.0,2279,164,375,26,3
67.0,male,5020.0,2218,91,421,20,5
64.0,female,3025.0,1823,164,236,22,4
39.0,male,5646.0,2060,104,323,20,5
94.0,female,5033.0,1631,50,280,39,2
74.0,female,6224.0,2195,153,250,62,3
57.0,male,9715.0,2212,40,459,22,1
43.0,male,3515.0,2186,88,187,137,1
86.0,male,5621.0,1936,62,386,40,4
68.0,female,9712.0,2175,80,195,133,1
29.0,male,9712.0,2753,129,331,89,2
28.0,female,9722.0,1928,89,266,51,3
48.0,male,5632.0,2415,53,259,128,3
60.0,female,4824.0,1479,59,231,53,2
48.0,other,6221.0,2167,51,249,95,4
55.0,male,3040.0,2149,177,261,52,8
79.0,other,5011.0,2330,34,319,106,3
70.0,female,6218.0,1412,38,154,76,5
77.0,other,5645.0,1721,149,102,48,2
73.0,male,5624.0,2407,84,375,20,5
70.0,female,4816.0,1961,65,288,47,4
63.0,male,4824.0,2426,220,244,21,2
39.0,female,3517.0,2086,85,317,64,1
73.0,male,4811.0,1723,47,304,24,6
81.0,female,6212.0,1786,162,242,29,4
82.0,male,3538.0,2526,220,207,45,6
82.0,male,1032.0,2132,47,465,26,4
69.0,other,1823.0,1830,96,333,34,7
54.0,other,1031.0,1860,108,257,62,7
24.0,male,4816.0,2720,220,102,20,3
19.0,female,1039.0,2108,220,188,22,5
74.0,male,6223.0,2024,131,337,30,0
17.0,female,1046.0,2009,30,369,20,1
77.0,female,1823.0,1404,47,301,20,4
41.0,male,6212.0,2216,53,302,97,3
58.0,male,6536.0,1963,78,297,66,4
80.0,female,9709.0,2296,60,291,110,3
41.0,female,4825.0,1894,192,180,72,2
53.0,male,1029.0,1758,30,191,105,4
83.0,female,4809.0,1868,85,324,20,5
49.0,female,6513.0,1818,140,228,20,4
18.0,male,2517.0,2174,220,214,20,1
86.0,male,6533.0,1790,83,299,39,4
73.0,male,1033.0,2165,147,349,20,0
84.0,female,3533.0,1936,168,131,86,2
54.0,female,5622.0,2525,185,422,27,2
48.0,female,6513.0,1829,78,363,20,3
56.0,male,3517.0,2178,220,171,69,4
53.0,female,3511.0,2054,86,216,128,1
65.0,female,2544.0,2517,120,303,84,0
83.0,female,9732.0,1433,38,229,20,1
32.0,male,5646.0,2552,213,297,73,3
30.0,male,4813.0,2846,79,517,54,4
33.0,female,1813.0,2452,99,371,32,6
40.0,female,6514.0,1285,57,211,38,1
65.0,female,9731.0,2187,114,354,42,5
45.0,other,3026.0,2236,220,155,20,7
26.0,male,5024.0,2368,49,403,51,2
88.0,male,3023.0,2247,213,268,48,3
58.0,male,3515.0,1976,174,172,61,4
80.0,female,3024.0,1886,220,217,39,3
21.0,female,4811.0,2100,127,223,29,1
64.0,female,9712.0,2087,220,221,35,3
65.0,female,3541.0,1764,174,241,20,1
66.0,male,5638.0,1802,45,349,22,4
40.0,female,3542.0,2088,106,427,20,1
79.0,female,1823.0,1535,149,276,48,4
32.0,female,9712.0,2055,116,275,59,1
81.0,male,5043.0,2350,147,290,39,1
86.0,male,5636.0,2016,47,287,79,4
19.0,female,4813.0,1616,30,332,40,2
56.0,male,3538.0,1971,79,184,79,1
86.0,female,1824.0,1769,194,185,27,6
39.0,female,1033.0,2127,52,419,24,2
39.0,male,1021.0,1792,84,302,20,6
37.0,male,5623.0,1889,122,135,94,5
38.0,female,5613.0,2230,173,372,20,3
70.0,female,6223.0,1626,166,80,56,3
68.0,male,4813.0,2294,94,387,40,4
54.0,female,8919.0,2133,61,305,84,4
31.0,male,4813.0,2492,213,379,20,2
17.0,male,2515.0,2646,181,396,75,3
64.0,male,9711.0,1957,148,258,39,3
80.0,female,1023.0,2235,150,258,75,6
31.0,female,1824.0,2155,81,284,72,3
39.0,male,2013.0,2486,170,332,42,3
24.0,female,3025.0,2425,106,426,54,1
44.0,female,3516.0,2232,139,318,48,0
75.0,female,9731.0,1874,117,330,20,5
41.0,female,4810.0,2311,45,350,54,3
52.0,female,3541.0,1928,147,199,41,1
83.0,male,1026.0,1892,193,221,24,3
67.0,female,4818.0,2053,41,413,20,2
54.0,other,6213.0,1795,30,335,41,6
82.0,male,1029.0,1657,80,147,93,3
40.0,female,9730.0,2164,32,345,42,3
15.0,male,6535.0,1867,44,299,42,3
