"age","gender","zip_code","daily_kcal","protein_g","carbs_g","fat_g","fruit_portions"
51,"female","1823",1981,176,255,20,5
41,"female","6211",2097,57,418,20,1
82,"male","4811",2526,30,488,20,3
72,"male","9728",2118,143,167,79,4
61,"female","6535",1775,58,231,72,3
64,"female","3531",2424,63,452,43,4
88,"female","4816",1872,30,387,20,0
84,"female","5632",2023,107,275,49,2
23,"male","5622",2550,81,309,79,2
27,"male","6224",2139,51,323,74,2
18,"male","9735",2847,129,257,67,3
82,"female","4822",1426,48,169,70,2
61,"male","2545",1936,124,283,45,5
47,"female","4816",2517,220,341,20,6
26,"male","3026",2298,135,424,20,4
70,"female","6211",2243,142,339,48,4
59,"male","9728",2527,126,491,20,3
24,"male","6224",1931,75,378,20,5
68,"female","4816",1773,113,275,20,10
57,"male","5033",2522,148,454,85,2
38,"male","5644",1915,47,182,143,1
30,"female","5646",2147,104,417,22,6
69,"female","1023",1770,84,287,31,6
69,"female","1023",2002,91,410,21,4
36,"male","6224",2139,160,258,31,1
84,"male","3023",2362,117,251,133,1
54,"male","2517",2063,52,294,93,1
38,"male","5045",2541,220,345,29,2
35,"male","5632",2326,220,172,32,2
71,"female","5632",1883,54,273,44,3
75,"male","9721",2223,202,263,51,1
79,"male","4817",1995,30,248,97,0
20,"male","1813",1828,174,343,20,3
41,"female","3511",1804,37,161,105,4
89,"male","1028",1678,80,246,52,6
30,"female","3511",2794,166,249,84,2
38,"male","3514",2577,220,252,31,1
86,"male","3534",2118,126,115,107,5
46,"female","3515",1809,95,220,57,6
41,"female","3511",2378,112,219,116,1
37,"female","1031",2317,186,142,103,1
85,"female","5012",1604,40,218,56,4
83,"female","5632",2023,139,354,20,5
67,"male","3514",2426,154,361,64,6
60,"male","5612",2175,41,320,74,4
48,"female","3024",2208,140,390,20,1
68,"male","2517",2291,95,435,20,10
70,"male","4825",2410,159,232,78,1
79,"male","5025",2551,150,426,20,6
18,"male","1046",2559,200,330,34,4
51,"male","1023",1951,30,391,20,4
56,"female","4825",2273,102,335,70,7
77,"male","5621",1934,220,178,25,1
63,"male","1035",2777,220,250,76,2
18,"female","9712",1949,78,173,103,1
53,"female","5045",1906,191,172,30,6
80,"female","1023",2148,82,438,20,4
43,"female","6211",2065,88,281,36,4
43,"male","6535",1695,167,217,20,3
68,"female","5022",2391,110,369,25,8
85,"female","6535",1800,108,206,60,5
58,"other","1033",2219,30,320,79,2
79,"male","4816",2332,92,429,36,4
70,"female","6224",1514,90,265,26,2
37,"female","5012",2146,220,160,60,4
84,"female","5616",1777,130,211,29,5
28,"female","4822",1908,73,176,102,1
52,"female","3023",1740,109,289,68,1
18,"male","5045",2161,220,237,62,2
38,"female","8921",2889,174,203,71,4
71,"female","4817",2072,81,208,97,1
86,"female","3026",1433,35,223,20,7
65,"male","3035",2426,98,364,84,3
72,"female","2517",1911,98,288,20,4
51,"male","3542",2372,220,92,62,2
63,"male","4825",2472,137,470,20,2
81,"female","4816",2229,220,264,20,5
84,"female","6224",1795,73,348,24,2
27,"female","3041",1895,71,266,90,3
19,"male","6224",1864,75,337,41,1
38,"male","2014",2456,192,254,94,1
51,"male","9711",1999,45,175,149,7
19,"male","5644",1744,141,217,32,2
33,"male","4816",2288,220,264,32,3
81,"female","5022",2280,124,381,20,8
33,"male","3542",2076,106,325,31,0
83,"female","3023",2552,172,167,123,6
26,"female","3511",1948,30,406,20,2
42,"male","5646",2160,104,434,20,5
86,"female","1035",2024,61,272,97,7
21,"male","6216",2517,204,317,47,3
25,"male","4825",2703,154,375,27,4
50,"female","4822",1981,87,150,106,2
84,"female","1031",1805,64,218,67,6
19,"female","1028",1664,73,219,50,1
27,"male","1046",2619,220,253,33,2
63,"male","6535",1555,188,248,20,4
46,"female","6224",2212,134,311,20,4
75,"other","1813",1921,93,341,20,4
35,"male","9712",2234,131,273,60,0
20,"male","6514",2242,118,239,95,4
34,"female","8912",1973,209,214,24,4
42,"female","3548",1722,47,363,26,5
59,"male","5632",2305,211,299,51,2
22,"male","2014",2369,124,451,20,3
30,"male","9712",2343,208,276,44,2
82,"female","5616",1777,61,215,84,5
75,"female","5634",1889,126,263,53,1
71,"female","5022",2096,153,321,20,5
35,"other","6514",1668,177,105,67,2
89,"male","3041",2016,118,180,86,8
58,"male","1035",2063,162,274,28,7
53,"female","8927",2488,163,215,109,6
52,"male","8912",1836,192,163,54,1
61,"female","3024",2077,85,242,82,2
70,"female","2545",2331,220,222,109,5
60,"male","4822",2132,30,359,61,3
88,"female","1825",1891,37,252,100,1
31,"female","1035",2593,49,269,138,3
29,"male","1028",2464,220,266,31,1
23,"male","9711",2315,131,273,60,0
71,"female","5621",1849,61,257,66,4
21,"female","3516",1692,38,256,35,3
43,"male","5025",2482,39,415,24,6
74,"female","2545",2297,142,262,71,3
88,"male","9721",2091,30,465,45,1
56,"female","8921",2133,32,303,86,2
71,"female","9711",1978,136,251,62,4
36,"male","6224",2080,82,403,34,0
88,"male","5646",2174,149,357,20,3
72,"male","2014",1976,30,420,23,8
68,"male","4816",2613,171,347,20,3
66,"male","3534",2920,105,215,116,5
58,"female","5033",1944,170,185,61,4
88,"female","1028",1717,77,187,98,7
49,"female","3534",1910,105,234,74,5
28,"female","3516",1903,141,236,71,2
38,"male","1023",2143,158,291,76,5
81,"male","3035",2165,51,383,46,3
21,"other","5622",1616,130,204,20,8
57,"male","1028",2319,119,241,110,4
56,"other","4817",2122,101,361,26,3
65,"female","4811",2151,211,272,20,7
32,"male","3514",2533,220,277,42,1
54,"male","3035",1992,178,259,63,3
67,"male","9735",2272,115,285,59,3
26,"male","3035",2523,63,470,65,2
29,"male","5025",1945,183,272,20,6
84,"male","6221",2110,32,316,61,3
72,"male","3511",1726,65,187,82,5
89,"female","3511",2057,75,281,76,2
71,"male","5622",2407,220,268,66,5
19,"female","5014",2280,155,431,45,7
60,"female","5632",2219,213,272,20,3
20,"female","1046",2189,215,265,61,6
87,"female","1028",1606,30,310,43,6
85,"female","2517",1865,163,335,20,0
64,"female","4817",2011,30,380,41,1
71,"female","5033",1971,64,325,57,0
79,"female","6535",1804,83,303,25,4
64,"female","3515",1991,155,255,56,2
57,"female","3035",2133,104,253,110,3
61,"female","3035",2398,117,361,49,2
24,"male","6224",2273,80,468,20,1
88,"female","9721",1861,30,303,71,4
88,"female","5646",1752,76,179,69,6
51,"male","3531",2268,122,253,104,5
65,"female","1813",1779,52,302,20,2
27,"male","3026",1696,64,297,36,4
37,"male","1823",2065,207,269,20,7
56,"male","5644",2351,123,301,59,1
35,"male","3511",2506,58,468,81,0
65,"female","1825",1840,162,290,33,2
71,"female","5022",2061,185,297,20,3
39,"male","8912",2153,93,378,43,1
32,"male","3026",2074,86,323,28,6
70,"female","3511",1949,62,253,78,3
64,"female","1028",1536,149,121,45,4
39,"male","2014",2413,192,222,109,2
48,"female","9728",2374,33,456,29,4
81,"female","4825",2068,220,178,23,3
76,"male","4811",1952,54,372,36,6
32,"female","2517",1770,84,214,46,6
56,"male","6535",1847,45,223,67,6
24,"female","9728",2425,186,389,20,2
26,"male","1028",2398,54,470,20,1
43,"male","3041",1857,126,306,28,3
40,"female","3515",2157,163,388,20,1
78,"female","5646",1735,57,351,25,7
71,"female","1031",1649,166,102,57,2
87,"male","3041",1935,99,180,98,5
71,"female","1028",1789,149,185,20,5
21,"male","1813",2281,220,172,22,3
74,"female","3531",2196,122,332,38,7
72,"female","8927",2592,118,215,112,5
71,"female","3024",1940,89,299,49,1
87,"female","1036",2036,69,419,34,6
51,"male","1023",2268,213,270,29,4
52,"female","1825",2137,220,213,20,1
26,"female","3511",1770,30,250,68,4
39,"male","1823",2076,182,300,20,3
31,"male","9731",1696,52,343,41,4
34,"female","5012",2213,68,343,20,4
48,"male","4817",2384,30,291,112,2
39,"male","3024",2427,141,296,49,3
79,"female","8921",2102,133,141,105,2
88,"male","3023",1956,50,372,37,3
34,"male","2517",2367,199,363,20,7
57,"male","5612",2342,172,304,24,6
32,"female","1033",1806,142,237,64,1
87,"male","2517",2089,30,285,102,6
87,"male","6535",2201,113,464,20,5
54,"female","5033",2273,45,512,67,2
41,"female","1823",1809,98,322,28,6
76,"female","3515",1889,57,245,111,4
63,"male","1035",2515,220,364,26,6
70,"female","3534",2151,197,171,75,4
34,"male","4816",2065,117,206,91,7
89,"female","3511",2306,54,310,84,0
55,"female","9731",1853,123,263,41,3
38,"male","3514",2186,46,202,131,4
70,"male","3531",2415,30,415,79,4
71,"female","3024",1851,30,318,42,1
31,"male","3024",2466,151,375,51,3
23,"female","6224",2183,30,410,22,0
59,"female","6211",1994,204,230,20,2
46,"female","1823",1914,122,298,20,5
35,"female","3511",2078,85,216,126,4
24,"female","6535",1880,45,310,28,3
72,"female","9711",2024,201,218,53,2
83,"male","1023",2178,220,214,20,4
64,"female","3035",2163,88,361,20,5
86,"male","3548",1791,153,219,20,4
64,"female","1046",1812,56,348,20,2
58,"other","3511",2100,83,186,125,6
18,"male","9735",2559,118,257,84,0
89,"male","2517",1956,104,315,20,6
31,"male","5012",1860,56,262,83,2
53,"female","1813",2107,117,345,49,8
72,"female","1028",1392,72,80,53,2
81,"male","6514",1935,220,149,20,0
65,"female","8921",1888,88,173,127,4
57,"female","2517",2053,56,319,59,6
35,"other","1033",2108,72,237,108,2
61,"female","3514",1994,146,293,32,2
30,"female","5634",2106,199,299,20,0
72,"male","4825",2396,159,394,27,6
29,"male","1033",2139,89,187,137,3
23,"female","5622",2465,134,438,20,5
41,"male","2517",2474,220,262,20,4
59,"female","1046",1783,30,342,24,8
63,"male","3026",1851,140,306,20,3
81,"other","9735",1734,72,143,103,3
32,"female","6224",1825,30,224,77,6
37,"male","1035",2168,125,374,20,3
54,"male","6514",1624,53,178,62,4
49,"male","4811",2418,46,372,53,1
34,"female","5033",1866,220,150,75,2
50,"male","3548",2119,86,385,30,3
56,"female","2545",1982,33,372,68,1
30,"female","8921",2150,201,142,20,4
46,"male","2014",2063,71,146,110,1
25,"male","5622",2433,220,279,21,5
23,"male","1046",2527,40,272,124,1
25,"other","3023",2334,168,248,100,3
37,"female","6211",2325,58,418,56,2
80,"female","9735",1845,162,129,84,5
22,"male","3035",2647,220,259,62,2
89,"female","5022",1984,46,416,28,6
58,"other","1823",2241,107,426,20,8
86,"other","9735",1618,81,174,78,3
20,"female","2517",2269,181,303,20,2
41,"female","1825",1774,69,186,59,4
78,"female","8921",2229,220,213,38,0
41,"male","5622",2433,192,427,20,3
72,"female","3534",1852,126,233,38,6
22,"female","9731",1917,64,373,28,5
18,"male","5616",2168,52,371,58,2
79,"other","5616",2059,134,337,23,5
21,"female","5045",2258,167,406,32,4
32,"female","5622",2428,74,397,93,5
44,"male","9731",2284,152,364,20,2
57,"female","1031",2300,108,349,36,0
86,"male","5634",1832,43,388,28,2
88,"female","5646",2067,89,397,21,6
25,"female","2014",2302,136,406,30,7
47,"female","4822",2094,55,374,35,4
44,"other","8912",2155,220,157,30,4
89,"male","2517",2159,30,404,20,4
79,"female","1036",1344,30,229,23,6
74,"male","1023",1723,30,333,36,5
31,"female","8912",2023,164,236,23,4
42,"female","1028",1895,52,367,32,3
20,"male","5621",1744,37,209,67,4
54,"male","5622",2525,96,470,20,5
18,"male","4817",2227,220,196,43,3
53,"female","5621",1357,100,240,53,3
26,"female","3542",1798,97,280,45,2
21,"female","5033",2459,123,408,54,4
37,"female","1031",2157,96,426,35,6
88,"female","1028",1819,51,311,39,3
47,"male","5634",2087,135,299,23,2
20,"male","1813",1828,122,277,46,2
80,"male","1036",1892,30,407,20,3
65,"female","3026",1935,85,380,20,5
53,"female","1813",2286,220,176,32,1
29,"male","5033",2516,82,345,102,4
89,"male","4817",1810,30,314,43,7
72,"male","1028",1761,30,270,52,3
51,"female","3511",2140,51,371,39,1
42,"female","5033",1935,30,410,40,5
57,"female","1031",1649,145,192,20,1
26,"male","8921",2381,98,349,52,0
53,"female","1813",1919,141,209,64,4
45,"male","1023",1833,159,209,31,5
34,"male","5616",2704,220,391,20,3
46,"male","5646",2173,62,363,53,7
59,"male","1031",2241,65,339,82,2
59,"female","8912",2087,220,210,20,5
20,"male","5612",2550,111,436,20,7
48,"female","1028",1382,97,268,34,0
32,"male","4825",2668,220,244,49,1
43,"female","3026",1915,70,309,57,3
88,"female","5045",1504,30,262,59,4
37,"female","5022",2622,206,395,27,3
22,"female","4817",1894,192,200,58,2
72,"male","3511",1758,102,237,28,4
27,"male","3026",2326,62,457,21,0
31,"female","8912",2306,220,145,74,3
79,"female","6535",1650,48,302,20,3
69,"female","8927",2592,79,294,79,5
42,"male","3035",2348,136,344,49,3
50,"male","1046",2315,57,204,140,0
57,"male","4816",2020,63,288,77,4
82,"female","8912",1860,109,233,84,2
85,"female","6211",2271,220,237,82,6
65,"female","3024",1956,61,207,98,3
38,"male","9735",2037,220,116,24,3
24,"male","3511",2753,90,430,56,0
41,"female","4822",2101,152,357,32,0
32,"female","3516",2314,82,188,116,1
65,"male","9731",1586,132,228,31,2
56,"male","3534",2448,30,407,52,4
49,"female","3024",1991,157,127,86,0
47,"male","9731",2066,65,263,88,1
69,"male","4816",2613,220,306,22,3
72,"female","8927",2296,220,263,21,4
87,"female","5033",1631,137,80,60,1
56,"female","5622",2019,220,275,20,1
75,"female","9721",1851,44,139,122,3
34,"female","1035",2557,220,314,20,3
56,"female","5622",1956,141,310,34,4
25,"female","4822",1705,104,186,39,1
39,"female","3516",2094,135,261,48,0
82,"female","4811",1989,107,239,93,4
46,"female","1825",1549,61,149,82,3
82,"male","9712",2088,60,265,93,1
30,"male","4825",2508,151,438,28,4
77,"female","3534",1800,35,161,101,3
28,"female","6535",1548,45,140,47,3
54,"male","3035",2454,164,332,49,3
42,"female","5634",2012,102,304,26,0
20,"female","3516",2055,65,321,85,2
46,"female","5644",1791,195,208,20,1
56,"female","5622",1991,155,310,20,4
75,"male","3024",2196,143,363,20,8
57,"other","6514",2147,32,452,20,2
18,"other","5622",2542,148,366,49,4
59,"other","4822",2319,161,323,33,6
79,"male","1823",2084,177,276,24,0
68,"male","4811",2135,147,363,20,4
79,"male","4817",1995,30,380,53,0
74,"female","1823",1876,50,337,43,2
39,"female","5022",2447,220,381,20,4
55,"female","8927",2517,184,357,39,6
61,"male","3041",2107,193,272,36,9
56,"male","9731",2053,99,251,93,4
52,"male","9735",1891,30,193,127,4
30,"female","5622",2537,30,457,29,6
20,"male","5045",2193,220,261,62,4
39,"female","4825",2211,30,314,91,1
18,"female","3514",2330,187,272,64,2
65,"female","1035",1505,140,111,61,7
88,"male","5646",1993,57,304,95,2
39,"male","3542",2065,216,164,20,1
29,"other","5014",2176,89,392,20,6
55,"male","4817",2373,30,422,20,4
64,"female","3531",2424,48,472,54,2
69,"female","5632",2155,88,259,110,1
88,"female","9728",1988,57,262,73,5
20,"male","5621",2208,57,343,43,2
79,"other","1023",1660,30,350,20,4
20,"male","5025",2246,97,411,33,6
53,"female","8921",2532,220,212,29,5
68,"female","8912",1640,67,143,82,2
84,"female","5646",1793,30,307,22,2
58,"female","5014",2186,30,410,27,7
27,"female","5632",2350,152,282,70,2
54,"female","9735",2221,57,204,126,4
54,"female","9711",2312,117,237,127,3
87,"female","4825",1806,192,143,72,7
89,"female","3023",1984,68,304,37,3
62,"female","5022",1890,173,288,20,2
87,"female","1036",1928,30,420,27,4
72,"female","5022",1776,61,369,22,4
29,"female","5622",2340,74,435,48,6
53,"female","3548",1964,84,242,106,4
40,"male","5014",2455,220,356,20,6
65,"male","5025",2007,139,263,49,7
57,"female","2517",2238,220,242,20,5
19,"female","9721",2487,88,351,108,5
51,"female","4817",1982,116,227,76,3
48,"male","5632",2574,220,284,20,2
53,"female","5612",2129,41,474,28,0
45,"male","1035",2497,60,502,47,5
27,"male","5014",2489,220,359,31,9
32,"female","6224",2077,31,253,107,3
83,"female","5634",2024,69,342,70,4
57,"male","4817",2343,82,236,116,1
63,"female","9712",2348,88,163,180,1
72,"female","3548",2015,49,242,108,2
27,"female","9711",1998,48,262,86,0
87,"male","1825",1962,104,213,78,8
50,"female","6221",2538,220,287,42,5
56,"female","3511",2333,116,237,110,5
64,"female","3531",2410,191,253,68,3
60,"other","1823",1973,150,335,20,3
87,"male","1033",2091,30,299,77,6
84,"female","1825",1797,84,94,75,5
28,"female","4822",1736,220,100,54,1
26,"male","3026",1945,126,361,20,4
71,"female","4817",2026,119,210,74,1
83,"male","1031",2132,124,344,29,5
57,"female","9728",2406,54,424,45,3
40,"male","5014",2257,98,440,23,4
20,"female","8927",2150,169,398,33,0
63,"male","4825",2242,98,412,39,7
85,"female","6216",1597,89,254,24,3
64,"female","3515",1991,155,324,20,4
34,"male","3534",2326,220,243,45,1
21,"male","6216",2571,198,394,27,3
59,"male","3023",2282,56,172,139,4
49,"male","1028",1606,30,236,68,0
29,"male","1033",1910,72,309,54,6
44,"male","6221",2111,30,305,79,1
65,"female","1825",1991,53,388,29,4
66,"female","3534",2078,72,216,97,5
60,"female","1813",1925,30,416,47,3
78,"female","5646",1815,119,257,25,7
48,"female","1823",2017,218,278,20,3
75,"female","4817",2026,64,253,86,1
20,"male","5621",1905,122,135,92,3
47,"female","5634",1978,132,301,20,5
33,"male","9731",2074,116,330,20,1
55,"female","9731",1357,45,240,20,3
85,"female","2014",1618,98,97,123,4
42,"female","4811",2008,72,304,74,1
53,"female","8921",2525,132,405,56,1
58,"female","3035",2073,87,404,20,5
75,"female","3534",1895,47,252,73,9
24,"male","6216",2320,101,372,60,3
42,"female","5634",2133,146,208,87,0
24,"female","1023",2266,220,245,20,3
25,"male","1028",2218,30,357,83,1
33,"male","5033",2243,70,352,39,0
19,"male","5644",2186,61,347,47,5
64,"female","4822",1823,169,95,86,1
18,"other","1033",2201,85,187,137,3
55,"male","1823",1976,150,220,20,5
33,"male","5025",2304,38,478,51,4
80,"male","8921",2218,220,232,38,1
78,"female","5022",2280,30,411,20,5
79,"female","6221",1598,30,356,22,3
81,"female","4825",1928,49,288,65,6
39,"female","5045",2222,161,396,20,3
22,"female","4817",2425,82,365,98,0
75,"female","5621",2223,95,378,23,3
29,"male","6216",2121,105,289,49,1
47,"female","1825",1549,103,211,53,6
86,"female","2014",1763,195,232,30,6
56,"female","4811",2321,181,177,93,3
39,"male","5022",2924,220,334,33,8
40,"male","9712",2401,59,352,80,1
40,"male","2545",2400,141,136,180,4
88,"male","1028",1644,76,141,50,1
87,"female","1028",1789,70,206,49,5
44,"female","1825",2151,178,175,44,1
33,"female","5045",2412,165,409,20,2
21,"female","5033",2459,123,414,37,3
61,"other","5646",1808,220,124,20,2
40,"male","1046",2037,82,324,45,4
39,"male","3514",2451,63,396,81,5
59,"female","3534",2120,121,115,104,4
43,"female","5022",2065,117,206,91,3
89,"male","4811",2702,72,588,47,2
61,"female","1031",2146,75,358,30,1
41,"female","2014",2302,220,304,20,2
87,"male","1825",2421,30,465,47,5
41,"female","6211",2457,148,496,20,1
82,"female","5644",1367,30,96,80,2
23,"male","9731",1945,220,116,55,0
19,"male","9735",2619,53,296,128,1
30,"male","6514",1844,70,369,43,0
33,"male","5033",2492,89,356,92,2
29,"female","5025",1803,38,343,21,3
45,"female","6211",2097,30,352,54,5
57,"male","1036",2630,212,274,31,5
62,"male","5612",2288,63,292,74,4
53,"female","1036",2106,199,222,72,4
37,"female","5012",2207,42,386,53,1
55,"female","5012",1931,35,199,121,1
83,"female","1023",2281,99,542,20,6
59,"male","1031",2118,88,458,20,2
58,"male","9711",1833,220,151,55,4
46,"female","3511",2232,30,303,86,6
40,"other","5646",2216,161,416,20,1
62,"male","2014",2095,129,334,38,2
53,"female","3515",1931,184,334,20,0
23,"female","6224",1664,166,174,20,4
88,"female","5014",1592,119,303,20,6
78,"male","1028",2551,220,217,66,4
77,"male","6224",1759,170,206,20,3
44,"female","5621",1805,30,257,66,5
37,"male","2517",2168,82,411,20,4
43,"male","5634",2093,216,286,20,3
22,"male","3542",2324,50,514,28,1
44,"male","5612",2211,220,142,20,1
79,"female","6216",1756,220,163,40,3
69,"female","3515",1743,49,253,85,4
43,"female","3511",2208,57,305,81,1
61,"male","1028",1888,103,200,89,3
38,"male","5646",2593,213,297,73,4
32,"male","3024",2492,220,364,20,0
26,"male","3024",1968,165,156,68,1
39,"male","6221",2417,154,160,63,4
75,"female","5634",1200,70,314,20,5
87,"female","4825",1550,40,270,39,2
32,"other","8921",2889,129,471,37,2
74,"male","1036",1723,105,246,20,1
54,"female","9735",1944,34,344,47,1
59,"female","1825",2055,189,234,35,2
89,"male","4817",1591,70,258,32,3
44,"female","1813",2157,64,297,54,1
73,"female","5632",1851,53,307,20,2
78,"female","2545",2148,89,270,70,1
49,"male","3534",2385,220,207,66,4
68,"female","5621",1716,173,223,39,4
75,"female","3534",2092,125,115,130,3
20,"male","5612",2401,220,348,24,4
33,"male","3516",1915,58,317,45,1
60,"female","1813",1730,77,294,34,1
60,"male","3548",2119,102,223,94,4
24,"female","5622",2542,220,334,20,5
37,"male","1035",2222,126,336,31,5
88,"female","1031",2297,205,222,54,2
44,"male","5014",2942,161,420,33,10
78,"male","1823",2084,120,291,62,4
55,"female","9731",1598,69,167,64,4
27,"female","2545",2509,58,263,143,6
50,"male","5033",2004,174,192,44,1
41,"female","3511",2001,46,351,20,0
63,"female","2545",2517,220,221,29,3
21,"female","3035",2544,151,435,30,2
18,"male","1813",2449,220,145,25,1
19,"male","6224",1785,220,183,20,5
56,"female","6211",2208,182,216,73,3
56,"male","3534",2270,115,216,92,5
45,"female","4811",2517,47,558,20,2
42,"female","3514",2467,115,383,49,3
30,"female","9728",2306,151,245,58,6
78,"male","3534",2015,131,213,53,5
41,"female","5014",2001,220,192,20,7
57,"female","4822",1379,57,134,80,2
88,"female","1028",1819,37,314,33,3
71,"female","1033",2002,115,220,82,7
66,"male","9711",2169,220,222,35,3
70,"male","1813",2042,53,386,20,5
37,"male","2517",2292,170,322,20,1
29,"female","1035",2534,209,311,20,4
37,"male","1825",2351,220,209,20,2
63,"male","1035",2356,87,361,71,3
22,"male","5612",2550,220,311,20,7
51,"female","3516",2151,70,225,111,6
42,"male","3035",2160,220,150,34,5
88,"female","1046",1971,30,367,20,3
22,"female","3023",2334,127,248,133,3
72,"male","6514",1736,129,195,38,5
65,"female","3024",1741,177,290,36,0
64,"female","3026",1812,130,320,20,6
46,"male","3548",2216,124,385,33,5
40,"male","5632",2417,220,145,37,3
87,"male","9712",2138,54,315,93,4
24,"female","5622",2465,61,474,25,3
28,"female","4822",2212,51,359,20,2
22,"female","3023",2084,220,80,84,3
24,"female","5622",2224,194,118,78,4
85,"female","2517",1426,75,211,46,7
33,"female","6224",2285,30,411,58,4
76,"male","4822",1823,30,153,108,2
49,"female","3516",1965,86,287,51,2
42,"female","5033",2145,30,322,94,2
84,"male","3023",2615,168,365,67,3
33,"male","5025",1862,129,283,20,2
70,"male","8921",1726,30,236,56,1
89,"male","4817",1548,30,310,43,6
31,"male","3024",2492,151,364,42,4
35,"male","9712",2749,98,331,101,2
53,"female","3026",1357,45,208,33,7
45,"female","3548",2044,220,192,20,3
49,"male","5632",2415,53,289,101,5
79,"male","5644",2551,212,314,48,4
83,"female","3023",1950,76,372,37,3
28,"female","5033",2322,144,279,49,5
66,"male","3026",2079,30,428,28,3
19,"male","1813",2449,156,390,39,2
64,"female","3023",1844,71,344,36,1
42,"male","3531",2309,92,380,51,3
53,"male","8921",2364,110,349,67,1
87,"female","5033",1550,62,133,69,4
20,"female","4825",1909,117,275,31,6
73,"female","5632",1680,135,144,86,2
85,"female","5646",1970,89,331,20,2
25,"female","6514",2218,220,263,20,3
26,"male","1825",1993,108,234,70,3
39,"male","6224",2273,95,477,20,1
31,"female","4816",2449,160,439,28,5
53,"male","8921",2773,94,434,74,1
86,"female","1035",1912,125,271,55,7
77,"male","9735",1952,103,279,50,3
21,"male","1035",2591,60,412,81,4
78,"male","9728",2268,187,389,20,4
79,"male","9711",2437,145,281,79,9
53,"male","1033",2184,30,401,43,2
64,"female","1028",1417,149,121,23,4
76,"male","4811",1952,70,409,20,2
40,"male","6224",1994,87,376,24,3
83,"female","1023",1992,94,414,22,5
30,"male","4825",2353,75,346,55,6
58,"male","3514",2391,220,242,20,0
46,"male","2014",2212,123,354,20,0
74,"male","5612",2184,143,311,20,3
57,"male","5612",2796,161,588,20,3
74,"male","1023",2252,103,272,51,5
81,"female","9728",2172,60,442,20,3
24,"male","3531",2565,48,496,23,4
79,"other","3542",1831,43,303,36,2
36,"female","6535",1622,48,284,20,3
29,"male","1823",2330,123,426,20,5
43,"male","9735",2282,197,229,52,4
84,"female","8912",1540,46,225,59,5
28,"female","4811",2643,220,86,69,2
88,"male","3515",2061,212,295,20,4
19,"male","8912",2630,99,151,158,1
63,"female","1031",2099,220,142,63,1
83,"male","6224",2201,131,332,23,5
86,"other","5025",2028,155,276,20,5
82,"female","5616",2175,107,339,40,7
86,"female","5634",1991,30,267,67,4
68,"other","5646",2113,65,386,20,5
79,"female","4822",1367,30,126,85,4
35,"male","3534",2514,162,358,67,2
35,"female","6535",1601,99,270,20,4
54,"male","6224",2202,86,319,51,8
20,"male","5621",2208,115,188,137,5
23,"other","6224",1931,30,354,24,3
23,"other","2517",2386,157,310,20,1
37,"male","5621",1973,30,366,25,0
56,"male","5022",2474,220,302,20,8
